x	lowy	mediany	highy
-0.16939196	0.1250170692146402	0.2210448702286807	0.22569054203654504	
-0.16835056799	0.1250172783694087	0.22179574480418618	0.2261594328129829	
-0.16730917598	0.12501749008695406	0.22255176066283258	0.22663024043307956	
-0.16626778397	0.12501770439867635	0.22331294159146875	0.22710297024713824	
-0.16522639196	0.1250179213363604	0.22407931130547803	0.22757762759685896	
-0.16418499995	0.1250181409321804	0.22485089344525294	0.22805421781506624	
-0.16314360794	0.1250183632187047	0.2256277115726272	0.2285327462254344	
-0.16210221593	0.1250185882289007	0.2264097891672646	0.22901321814221093	
-0.16106082391999998	0.1250188159961396	0.22719714962300566	0.2294956388699379	
-0.16001943190999998	0.1250190465542015	0.2279898162441715	0.22998001370317142	
-0.15897803989999998	0.12501927993728032	0.2287878122418251	0.23046634792619883	
-0.15793664788999998	0.12501951617998888	0.22959116072999003	0.23095464681275396	
-0.15689525587999997	0.12501975531736398	0.23039988472182757	0.23144491562573055	
-0.15585386386999997	0.12501999738487174	0.23121400712577034	0.23193715961689337	
-0.15481247185999997	0.12502024241841272	0.23203355074161547	0.23243138402658767	
-0.15377107984999996	0.1250204904543273	0.23285853825657454	0.2329275940834461	
-0.15272968783999996	0.12502074152940107	0.23342579500409408	0.2336889922412828	
-0.15168829582999996	0.1250209956808702	0.23392599199285308	0.23452493514576622	
-0.15064690381999996	0.12502125294642707	0.23442819024144165	0.23536638929536774	
-0.14960551180999995	0.1250215133642259	0.23493239492867457	0.2362133768866322	
-0.14856411979999995	0.12502177697288816	0.23543861122016024	0.23706591998315074	
-0.14752272778999995	0.12502204381150855	0.23594684426799561	0.23792404051136412	
-0.14648133577999994	0.1250223139196607	0.2364570992104595	0.23878776025632675	
-0.14543994376999994	0.12502258733740299	0.23696938117170374	0.23965710085742953	
-0.14439855175999994	0.12502286410528457	0.23748369526144236	0.24053208380408442	
-0.14335715974999994	0.12502314426435132	0.23800004657463894	0.24141273043136846	
-0.14231576773999993	0.12502342785615195	0.23851844019119164	0.24229906191562994	
-0.14127437572999993	0.1250237149227441	0.23903888117561659	0.2431910992700553	
-0.14023298371999993	0.12502400550670073	0.2395613745767291	0.24408886334019825	
-0.13919159170999992	0.12502429965111622	0.2400859254273232	0.24499237479947106	
-0.13815019969999992	0.12502459739961297	0.24061253874384886	0.24590165414459872	
-0.13710880768999992	0.12502489879634762	0.2411412195260873	0.24681672169103588	
-0.13606741567999991	0.12502520388601787	0.24167197275682495	0.24773759756834823	
-0.1350260236699999	0.12502551271386889	0.24220480340152442	0.24866430171555715	
-0.1339846316599999	0.12502582532570014	0.24273971640799463	0.24959685387644964	
-0.1329432396499999	0.12502614176787205	0.24327671670605816	0.2505352735948534	
-0.1319018476399999	0.12502646208731308	0.24381580920721724	0.2514795802098778	
-0.1308604556299999	0.12502678633152645	0.24435699880431777	0.25242979285112077	
-0.1298190636199999	0.12502711454859733	0.24490029037121092	0.2533859304338436	
-0.1287776716099999	0.1250274467871999	0.24544568876241368	0.25434801165411236	
-0.1277362795999999	0.1250277830966046	0.24599319881276677	0.25531605498390875	
-0.1266948875899999	0.12502812352668544	0.24654282533709126	0.25629007866620884	
-0.12565349557999989	0.1250284681279273	0.24709457312984281	0.25727010071003265	
-0.12461210356999988	0.12502881695143356	0.24764844696476468	0.25825613888546306	
-0.12357071155999988	0.12502917004893352	0.24820445159453816	0.2592482107186369	
-0.12252931954999988	0.12502952747279017	0.24876259175043186	0.26024633348670745	
-0.12148792753999987	0.12502988927600792	0.24932287214194893	0.26125052421277994	
-0.12044653552999987	0.1250302555122404	0.249885297456472	0.26226079966082017	
-0.11940514351999987	0.12503062623579853	0.25044987235890726	0.26327717633053893	
-0.11836375150999986	0.12503100150165847	0.2510166014913261	0.2642996704522499	
-0.11732235949999986	0.12503138136546976	0.25158548947260495	0.26532829798170543	
-0.11628096748999986	0.12503176588356363	0.25215654089806383	0.2663630745949085	
-0.11523957547999986	0.12503215511296134	0.25272976033910277	0.26740401568290323	
-0.11419818346999985	0.12503254911138256	0.25330515234283657	0.2684511363465442	
-0.11315679145999985	0.12503294793725397	0.253882721431728	0.26950445139124657	
-0.11211539944999985	0.12503335164971793	0.25446247210321904	0.2705639753217161	
-0.11107400743999984	0.12503376030864125	0.25504440882936075	0.27162972233666277	
-0.11003261542999984	0.12503417397462396	0.2556285360564411	0.2727017063234964	
-0.10899122341999984	0.12503459270900844	0.25621485820461165	0.27377994085300766	
-0.10794983140999984	0.12503501657388838	0.2568033796675121	0.27486443917403386	
-0.10690843939999983	0.1250354456321181	0.2573941048118931	0.275955214208112	
-0.10586704738999983	0.1250358799473217	0.25798703797723854	0.2770522785441186	
-0.10482565537999983	0.12503631958390266	0.25858218347538464	0.2781556444329006	
-0.10378426336999982	0.12503676460705326	0.2591795455901388	0.2792653237818936	
-0.10274287135999982	0.12503721508276427	0.259779128576896	0.28038132814973493	
-0.10170147934999982	0.12503767107783476	0.2603809366622545	0.28150366874086663	
-0.10066008733999982	0.12503813265988198	0.2609849740436293	0.2826323564001345	
-0.09961869532999981	0.1250385998973513	0.26159124488886426	0.2837674016073817	
-0.09857730331999981	0.1250390728595265	0.262199753335843	0.28490881447203975	
-0.0975359113099998	0.12503955161653993	0.2628105034920982	0.2860566047277169	
-0.0964945192999998	0.12504003623938287	0.26342349943441945	0.28721078172678705	
-0.0954531272899998	0.12504052679991612	0.2640387452084594	0.2883713544349793	
-0.0944117352799998	0.12504102337088063	0.26465624482833905	0.28953833142596985	
