Using_curved_screen True Player_screen_cm 79 Screen_width_cm 121 Camera1_display 0 Camera2_display 1 CameraFOVFactor 2 GazeTime 1.5 RandomGazeTime 0.5 HideTime 0.2 SpeedThreshold 180 StopWinodow 0.03 TargetChangeTime 1 TargetChangeTimeRRange 0 UseAcuityIndicator True AcuityMode 1 AcuityFlashTime 0.08 AcuityChangeNumber 10 AcuityChangeUpPerc 0.8 AcuityChangeDownPerc 0.5 ACuityList 90 StopSpeed 10.00 PostDelayList 0 PostDelayNumber 5 PostDelayUpC 0.50 PostDelayLoC 0.60 PostDelayConvNum 1 PostDelayRepeatNum 2 PostDelayASOffset 0 DynaDelayRepeatNum 9 
Line_#	Time_Stamp	Simulink_Sample	Trail_#	Action	Degree	Direction
10	1027992	-1	GameMode StaticAcuity HideFlag True JumpFlag False ShowTargetFlag True HeadIndicatorChange False SkipCenterFlag True HideHeadIndicator True Gain 1 UsingAcuityAfter False UsingAcuityBefore False UsingAcuityWaitTime True AcuitySize 8 UsingAcuityChange True CurrAcuityChangeMode acuity_list UsingPostDelay False PostDelayMode random PostDelayInit 0.00 PostDelayIMax 0.00 ADUsingStaticData False UsingPresetSD False StaticDataSize 0 StaticDataMLH 0.000 UsingDynamicDelay False DynamicDelayMode fix_amount DynaDelayInit 0.000 DynaDelayMax 0.000 DynaDelayInter 0.000 	
3	374	1028343	0	ReSet	0.00	0
4	381	1028350	0	ShowTarget	0.00	0
5	1910	1029817	0	MoveTarget	0.00	1
6	1923	1029829	0	ShowTarget	0.00	1
7	2138	1030036	0	TargetHided	0.00	1
8	2140	1030038	0	ChangeTargetWaitTime	0.00	1
9	3953	1031778	0	ShowTarget	0.00	1
10	5472	1033236	0	MoveTarget	0.00	1
11	5487	1033250	0	ShowTarget	0.00	1
12	5708	1033463	0	TargetHided	0.00	1
13	5708	1033463	0	ChangeTargetWaitTime	0.00	1
14	7195	1034890	0	ShowTarget	0.00	1
15	8549	1036189	0	MoveTarget	0.00	1
16	8562	1036203	0	ShowTarget	0.00	1
17	8764	1036396	0	TargetHided	0.00	1
18	8764	1036396	0	ChangeTargetWaitTime	0.00	1
19	10472	1038036	0	ShowTarget	0.00	1
20	12389	1039876	0	MoveTarget	0.00	1
21	12403	1039889	0	ShowTarget	0.00	1
22	12611	1040089	0	TargetHided	0.00	1
23	12611	1040089	0	ChangeTargetWaitTime	0.00	1
24	14202	1041615	0	ShowTarget	0.00	1
25	16216	1043549	0	MoveTarget	0.00	1
26	16236	1043569	0	ShowTarget	0.00	1
27	16445	1043769	0	TargetHided	0.00	1
28	16445	1043769	0	ChangeTargetWaitTime	0.00	1
29	18008	1045270	0	ShowTarget	0.00	1
30	19952	1047136	0	MoveTarget	0.00	1
31	19966	1047149	0	ShowTarget	0.00	1
32	20174	1047349	0	TargetHided	0.00	1
33	20174	1047349	0	ChangeTargetWaitTime	0.00	1
34	22412	1049497	0	ShowTarget	0.00	1
35	24168	1051182	0	MoveTarget	0.00	1
36	24181	1051196	0	ShowTarget	0.00	1
37	24390	1051396	0	TargetHided	0.00	1
38	24390	1051396	0	ChangeTargetWaitTime	0.00	1
39	25863	1052810	0	ShowTarget	0.00	1
40	27404	1054289	0	MoveTarget	0.00	1
41	27425	1054309	0	ShowTarget	0.00	1
42	27633	1054509	0	TargetHided	0.00	1
43	27633	1054509	0	ChangeTargetWaitTime	0.00	1
44	29841	1056629	0	ShowTarget	0.00	1
45	31488	1058209	0	MoveTarget	0.00	1
46	31501	1058222	0	ShowTarget	0.00	1
47	31723	1058436	0	TargetHided	0.00	1
48	31723	1058436	0	ChangeTargetWaitTime	0.00	1
49	33113	1059770	0	ShowTarget	0.00	1
50	34376	1060982	0	MoveTarget	0.00	1
51	34397	1061002	0	ShowTarget	0.00	1
52	34605	1061202	0	TargetHided	0.00	1
53	34606	1061202	0	ChangeTargetWaitTime	0.00	1
54	36050	1062589	0	ShowTarget	0.00	1
55	37495	1063975	0	MoveTarget	0.00	1
56	37508	1063989	0	ShowTarget	0.00	1
57	37731	1064202	0	TargetHided	0.00	1
58	37731	1064202	0	ChangeTargetWaitTime	0.00	1
59	39175	1065589	0	ShowTarget	0.00	1
60	41015	1067355	0	MoveTarget	0.00	1
61	41036	1067375	0	ShowTarget	0.00	1
62	41245	1067575	0	TargetHided	0.00	1
63	41245	1067575	0	ChangeTargetWaitTime	0.00	1
64	42940	1069203	0	ShowTarget	0.00	1
