Using_curved_screen True Player_screen_cm 180 Screen_width_cm 121 Camera1_display 0 Camera2_display 1 CameraFOVFactor 2 GazeTime 1.5 RandomGazeTime 0.5 HideTime 0.2 SpeedThreshold 180 StopWinodow 0.03 TargetChangeTime 1 TargetChangeTimeRRange 0 UseAcuityIndicator True AcuityMode 1 AcuityFlashTime 0.08 AcuityChangeNumber 10 AcuityChangeUpPerc 0.8 AcuityChangeDownPerc 0.5 ACuityList 90 StopSpeed 10.00 PostDelayList 0 PostDelayNumber 5 PostDelayUpC 0.50 PostDelayLoC 0.60 PostDelayConvNum 1 PostDelayRepeatNum 2 PostDelayASOffset 0 DynaDelayRepeatNum 9 
Line_#	Time_Stamp	Simulink_Sample	Trail_#	Action	Degree	Direction
10	1372262	-1	GameMode StaticAcuity HideFlag True JumpFlag False ShowTargetFlag True HeadIndicatorChange False SkipCenterFlag True HideHeadIndicator True Gain 1 UsingAcuityAfter False UsingAcuityBefore False UsingAcuityWaitTime True AcuitySize 2 UsingAcuityChange True CurrAcuityChangeMode acuity_list UsingPostDelay False PostDelayMode random PostDelayInit 0.00 PostDelayIMax 0.00 ADUsingStaticData False UsingPresetSD False StaticDataSize 0 StaticDataMLH 0.000 DynamicDelayMode fix_amount DynaDelayInit 0.000 DynaDelayMax 0.000 DynaDelayInter 0.000 	
3	179	1372425	0	ReSet	0.00	0
4	187	1372433	0	ShowTarget	0.00	0
5	1708	1373892	0	MoveTarget	0.00	1
6	1721	1373905	0	ShowTarget	0.00	1
7	1936	1374112	0	TargetHided	0.00	1
8	1938	1374113	0	ChangeTargetWaitTime	0.00	1
9	3542	1375654	0	ShowTarget	0.00	1
10	4923	1376979	0	MoveTarget	0.00	1
11	4937	1376992	0	ShowTarget	0.00	1
12	5145	1377192	0	TargetHided	0.00	1
13	5145	1377192	0	ChangeTargetWaitTime	0.00	1
14	6548	1378539	0	ShowTarget	0.00	1
15	8110	1380038	0	MoveTarget	0.00	1
16	8131	1380058	0	ShowTarget	0.00	1
17	8346	1380265	0	TargetHided	0.00	1
18	8346	1380265	0	ChangeTargetWaitTime	0.00	1
19	9805	1381665	0	ShowTarget	0.00	1
20	11611	1383398	0	MoveTarget	0.00	1
21	11624	1383412	0	ShowTarget	0.00	1
22	11847	1383625	0	TargetHided	0.00	1
23	11847	1383625	0	ChangeTargetWaitTime	0.00	1
24	13354	1385072	0	ShowTarget	0.00	1
25	14618	1386285	0	MoveTarget	0.00	1
26	14631	1386298	0	ShowTarget	0.00	1
27	14840	1386498	0	TargetHided	0.00	1
28	14840	1386498	0	ChangeTargetWaitTime	0.00	1
29	16993	1388565	0	ShowTarget	0.00	1
30	18805	1390305	0	MoveTarget	0.00	1
31	18826	1390325	0	ShowTarget	0.00	1
32	19035	1390525	0	TargetHided	0.00	1
33	19035	1390525	0	ChangeTargetWaitTime	0.00	1
34	21174	1392578	0	ShowTarget	0.00	1
35	22543	1393893	0	MoveTarget	0.00	1
36	22555	1393905	0	ShowTarget	0.00	1
37	22764	1394105	0	TargetHided	0.00	1
38	22764	1394105	0	ChangeTargetWaitTime	0.00	1
39	24293	1395572	0	ShowTarget	0.00	1
40	25799	1397018	0	MoveTarget	0.00	1
41	25813	1397031	0	ShowTarget	0.00	1
42	26022	1397232	0	TargetHided	0.00	1
43	26022	1397232	0	ChangeTargetWaitTime	0.00	1
44	28493	1399605	0	ShowTarget	0.00	1
45	30431	1401465	0	MoveTarget	0.00	1
46	30445	1401478	0	ShowTarget	0.00	1
47	30653	1401678	0	TargetHided	0.00	1
48	30653	1401678	0	ChangeTargetWaitTime	0.00	1
49	33272	1404191	0	ShowTarget	0.00	1
50	34661	1405524	0	MoveTarget	0.00	1
51	34674	1405538	0	ShowTarget	0.00	1
52	34897	1405752	0	TargetHided	0.00	1
53	34897	1405752	0	ChangeTargetWaitTime	0.00	1
54	37016	1407786	0	ShowTarget	0.00	1
55	38307	1409025	0	MoveTarget	0.00	1
56	38327	1409045	0	ShowTarget	0.00	1
57	38536	1409245	0	TargetHided	0.00	1
58	38536	1409245	0	ChangeTargetWaitTime	0.00	1
59	43189	1413711	0	ShowTarget	0.00	1
60	45045	1415493	0	MoveTarget	0.00	1
61	45057	1415505	0	ShowTarget	0.00	1
62	45265	1415705	0	TargetHided	0.00	1
63	45266	1415705	0	ChangeTargetWaitTime	0.00	1
64	46974	1417345	0	ShowTarget	0.00	1
65	48404	1418718	0	MoveTarget	0.00	1
66	48425	1418738	0	ShowTarget	0.00	1
67	48640	1418945	0	TargetHided	0.00	1
68	48640	1418945	0	ChangeTargetWaitTime	0.00	1
69	50037	1420285	0	ShowTarget	0.00	1
70	51662	1421845	0	MoveTarget	0.00	1
71	51683	1421865	0	ShowTarget	0.00	1
72	51898	1422071	0	TargetHided	0.00	1
73	51898	1422071	0	ChangeTargetWaitTime	0.00	1
74	53696	1423798	0	ShowTarget	0.00	1
75	54953	1425005	0	MoveTarget	0.00	1
76	54967	1425018	0	ShowTarget	0.00	1
77	55190	1425231	0	TargetHided	0.00	1
78	55190	1425231	0	ChangeTargetWaitTime	0.00	1
79	56683	1426665	0	ShowTarget	0.00	1
80	58433	1428344	0	MoveTarget	0.00	1
81	58453	1428364	0	ShowTarget	0.00	1
82	58662	1428565	0	TargetHided	0.00	1
83	58662	1428565	0	ChangeTargetWaitTime	0.00	1
84	60107	1429951	0	ShowTarget	0.00	1
85	61836	1431611	0	MoveTarget	0.00	1
86	61850	1431624	0	ShowTarget	0.00	1
87	62058	1431825	0	TargetHided	0.00	1
88	62058	1431825	0	ChangeTargetWaitTime	0.00	1
89	63441	1433152	0	ShowTarget	0.00	1
90	65273	1434911	0	MoveTarget	0.00	1
91	65295	1434932	0	ShowTarget	0.00	1
92	65510	1435138	0	TargetHided	0.00	1
93	65510	1435138	0	ChangeTargetWaitTime	0.00	1
94	67017	1436584	0	ShowTarget	0.00	1
95	68482	1437991	0	MoveTarget	0.00	1
96	68496	1438004	0	ShowTarget	0.00	1
97	68718	1438218	0	TargetHided	0.00	1
98	68718	1438218	0	ChangeTargetWaitTime	0.00	1
99	70072	1439518	0	ShowTarget	0.00	1
100	71198	1440598	0	MoveTarget	0.00	1
101	71211	1440611	0	ShowTarget	0.00	1
102	71420	1440812	0	TargetHided	0.00	1
103	71420	1440812	0	ChangeTargetWaitTime	0.00	1
104	72872	1442205	0	ShowTarget	0.00	1
105	74795	1444051	0	MoveTarget	0.00	1
106	74816	1444071	0	ShowTarget	0.00	1
107	75031	1444277	0	TargetHided	0.00	1
108	75031	1444277	0	ChangeTargetWaitTime	0.00	1
109	76496	1445684	0	ShowTarget	0.00	1
110	78365	1447478	0	MoveTarget	0.00	1
111	78379	1447491	0	ShowTarget	0.00	1
112	78588	1447692	0	TargetHided	0.00	1
113	78588	1447692	0	ChangeTargetWaitTime	0.00	1
114	80455	1449484	0	ShowTarget	0.00	1
115	82220	1451179	0	MoveTarget	0.00	1
116	82233	1451191	0	ShowTarget	0.00	1
117	82455	1451404	0	TargetHided	0.00	1
118	82455	1451404	0	ChangeTargetWaitTime	0.00	1
119	83851	1452744	0	ShowTarget	0.00	1
120	85823	1454637	0	MoveTarget	0.00	1
121	85845	1454657	0	ShowTarget	0.00	1
122	86052	1454857	0	TargetHided	0.00	1
123	86052	1454857	0	ChangeTargetWaitTime	0.00	1
124	87407	1456157	0	ShowTarget	0.00	1
125	89053	1457737	0	MoveTarget	0.00	1
126	89066	1457751	0	ShowTarget	0.00	1
127	89275	1457951	0	TargetHided	0.00	1
128	89275	1457951	0	ChangeTargetWaitTime	0.00	1
129	91352	1459945	0	ShowTarget	0.00	1
130	92713	1461251	0	MoveTarget	0.00	1
131	92733	1461271	0	ShowTarget	0.00	1
132	92949	1461477	0	TargetHided	0.00	1
133	92949	1461477	0	ChangeTargetWaitTime	0.00	1
134	94359	1462831	0	ShowTarget	0.00	1
135	96095	1464497	0	MoveTarget	0.00	1
136	96116	1464517	0	ShowTarget	0.00	1
137	96331	1464724	0	TargetHided	0.00	1
138	96331	1464724	0	ChangeTargetWaitTime	0.00	1
139	97671	1466010	0	ShowTarget	0.00	1
140	99512	1467778	0	MoveTarget	0.00	1
141	99525	1467791	0	ShowTarget	0.00	1
142	99748	1468004	0	TargetHided	0.00	1
143	99748	1468004	0	ChangeTargetWaitTime	0.00	1
144	101338	1469531	0	ShowTarget	0.00	1
145	102464	1470611	0	MoveTarget	0.00	1
146	102477	1470624	0	ShowTarget	0.00	1
147	102679	1470817	0	TargetHided	0.00	1
148	102679	1470817	0	ChangeTargetWaitTime	0.00	1
149	104262	1472338	0	ShowTarget	0.00	1
150	105547	1473571	0	MoveTarget	0.00	1
151	105561	1473584	0	ShowTarget	0.00	1
152	105769	1473784	0	TargetHided	0.00	1
153	105769	1473784	0	ChangeTargetWaitTime	0.00	1
154	107221	1475177	0	ShowTarget	0.00	1
155	108721	1476617	0	MoveTarget	0.00	1
156	108734	1476630	0	ShowTarget	0.00	1
157	108943	1476830	0	TargetHided	0.00	1
158	108943	1476830	0	ChangeTargetWaitTime	0.00	1
159	110380	1478211	0	ShowTarget	0.00	1
160	111783	1479557	0	MoveTarget	0.00	1
161	111797	1479570	0	ShowTarget	0.00	1
162	112019	1479784	0	TargetHided	0.00	1
163	112019	1479784	0	ChangeTargetWaitTime	0.00	1
164	113366	1481077	0	ShowTarget	0.00	1
165	114922	1482570	0	MoveTarget	0.00	1
