
Line_#	Simulink_#	Time	AcuitySize	Right_Wrong
0	start	1780515	9.01	DynamicAcuity
1	1782306	1875	-2	0.00	-1	-1
2	1783232	2840	1	True	left	left
3	1785519	5222	-2	0.00	-1	-1
4	1786893	6653	1	True	dori	dori
5	1789053	8903	-2	0.00	-1	-1
6	1790246	10146	1	False	right	upri
7	1792213	12195	-2	0.00	-1	-1
8	1793332	13361	1	True	dole	dole
9	1796059	16202	-2	0.00	-1	-1
10	1797386	17584	1	True	up	up
11	1799119	19389	-2	0.00	-1	-1
12	1800279	20598	1	True	dole	dole
13	1802639	23056	-2	0.00	-1	-1
14	1803852	24320	1	True	upri	upri
15	1806359	26932	-2	0.00	-1	-1
16	1807559	28182	1	False	left	dole
17	1809606	30314	-2	0.00	-1	-1
18	1810926	31689	1	True	upri	upri
19	1825079	46433	-2	0.08	-1	-1
20	1826066	47461	1	True	dole	dole
21	1828112	49593	-2	0.08	-1	-1
22	1829112	50635	1	True	dole	dole
23	1831119	52725	-2	0.08	-1	-1
24	1832372	54031	1	True	uple	uple
25	1834225	55961	-2	0.08	-1	-1
26	1835365	57149	1	True	upri	upri
27	1837272	59135	-2	0.08	-1	-1
28	1838372	60281	1	True	uple	uple
29	1840532	62531	-2	0.08	-1	-1
30	1841632	63677	1	True	dori	dori
31	1843538	65663	-2	0.08	-1	-1
32	1844685	66858	1	True	down	down
33	1846385	68629	-2	0.08	-1	-1
34	1847272	69552	1	False	left	dole
35	1849898	72289	-2	0.08	-1	-1
36	1850945	73379	1	True	dole	dole
37	1853299	75831	-2	0.16	-1	-1
38	1854925	77525	1	True	up	up
39	1857625	80338	-2	0.16	-1	-1
40	1858866	81630	1	True	upri	upri
41	1861259	84123	-2	0.16	-1	-1
42	1862419	85331	1	True	right	right
43	1864646	87651	-2	0.16	-1	-1
44	1865565	88609	1	True	dole	dole
45	1867545	90671	-2	0.16	-1	-1
46	1868611	91783	1	True	dori	dori
47	1871612	94908	-2	0.16	-1	-1
48	1872712	96055	1	True	down	down
49	1875124	98567	-2	0.16	-1	-1
50	1876444	99942	1	False	left	up
51	1878877	102477	-2	0.16	-1	-1
52	1880057	103707	1	False	dori	down
53	1882998	106769	-2	0.16	-1	-1
54	1884131	107950	1	True	dole	dole
55	1886884	110818	-2	0.24	-1	-1
56	1887891	111867	1	True	down	down
57	1890657	114749	-2	0.24	-1	-1
58	1891817	115958	1	True	dori	dori
59	1894624	118881	-2	0.24	-1	-1
60	1895597	119895	1	True	upri	upri
61	1898431	122847	-2	0.24	-1	-1
62	1899731	124201	1	True	uple	uple
63	1902097	126667	-2	0.24	-1	-1
64	1903037	127646	1	True	left	left
65	1905244	129944	-2	0.24	-1	-1
66	1906244	130986	1	True	upri	upri
67	1908370	133202	-2	0.24	-1	-1
68	1909310	134181	1	True	right	right
69	1911597	136563	-2	0.24	-1	-1
70	1912497	137500	1	True	left	left
71	1915157	140271	-2	0.24	-1	-1
72	1916364	141529	1	False	up	upri
73	1919350	144640	-2	0.32	-1	-1
74	1920570	145911	1	True	down	down
75	1923497	148959	-2	0.32	-1	-1
76	1924690	150202	1	False	dole	down
77	1927210	152829	-2	0.32	-1	-1
78	1928185	153843	1	True	down	down
79	1930897	156668	-2	0.32	-1	-1
80	1931817	157627	1	True	down	down
81	1934083	159988	-2	0.32	-1	-1
82	1935024	160968	1	True	up	up
83	1937150	163182	-2	0.32	-1	-1
84	1938197	164273	1	True	upri	upri
85	1940856	167044	-2	0.32	-1	-1
86	1942163	168405	1	False	uple	down
87	1944970	171329	-2	0.32	-1	-1
88	1946250	172662	1	False	right	down
89	1948377	174878	-2	0.32	-1	-1
90	1949376	175919	1	True	up	up
91	1951670	178308	-2	0.40	-1	-1
92	1952636	179315	1	True	uple	uple
93	1955550	182350	-2	0.40	-1	-1
94	1956470	183309	1	True	left	left
95	1959197	186149	-2	0.40	-1	-1
96	1960090	187080	1	True	left	left
97	1962710	189809	-2	0.40	-1	-1
98	1963696	190837	1	True	upri	upri
99	1966530	193789	-2	0.40	-1	-1
100	1967496	194796	1	True	up	up
101	1969603	196990	-2	0.40	-1	-1
102	1970550	197976	1	True	dole	dole
103	1973329	200872	-2	0.40	-1	-1
104	1974589	202185	1	True	upri	upri
105	1976863	204553	-2	0.40	-1	-1
106	1977796	205526	1	True	down	down
107	1980136	207963	-2	0.40	-1	-1
108	1981044	208908	1	True	dori	dori
109	1983863	211845	-2	0.48	-1	-1
110	1984869	212894	1	True	upri	upri
111	1987622	215762	-2	0.48	-1	-1
112	1988716	216901	1	True	up	up
113	1991636	219943	-2	0.48	-1	-1
114	1992469	220811	1	True	left	left
115	1994883	223325	-2	0.48	-1	-1
116	1996049	224540	1	True	dole	dole
117	1998963	227576	-2	0.48	-1	-1
118	1999949	228603	1	True	up	up
119	2002583	231346	-2	0.48	-1	-1
120	2003456	232256	1	True	up	up
121	2006022	234930	-2	0.48	-1	-1
122	2007017	235965	1	True	upri	upri
123	2009782	238847	-2	0.48	-1	-1
124	2011123	240244	1	True	upri	upri
125	2013456	242673	-2	0.48	-1	-1
126	2014456	243715	1	True	up	up
127	2017015	246382	-2	0.56	-1	-1
128	2017862	247264	1	True	left	left
129	2020282	249785	-2	0.56	-1	-1
130	2021215	250758	1	True	dori	dori
131	2023869	253521	-2	0.56	-1	-1
132	2024742	254431	1	True	dori	dori
133	2027582	257390	-2	0.56	-1	-1
134	2028442	258286	1	True	right	right
135	2031129	261084	-2	0.56	-1	-1
136	2031962	261952	1	False	down	dori
137	2035036	265154	-2	0.56	-1	-1
138	2036002	266161	1	True	dole	dole
139	2038622	268890	-2	0.56	-1	-1
140	2039642	269953	1	True	dole	dole
141	2042135	272550	-2	0.56	-1	-1
142	2043269	273731	1	True	uple	uple
143	2045482	276037	-2	0.56	-1	-1
144	2046502	277099	1	True	right	right
145	2049522	280245	-2	0.64	-1	-1
146	2050528	281294	1	True	up	up
147	2053168	284044	-2	0.64	-1	-1
148	2054122	285037	1	True	down	down
149	2056402	287412	-2	0.64	-1	-1
150	2057268	288316	1	True	right	right
151	2060348	291523	-2	0.64	-1	-1
152	2061196	292406	1	True	up	up
153	2063935	295260	-2	0.64	-1	-1
154	2065002	296371	1	True	uple	uple
155	2067508	298982	-2	0.64	-1	-1
156	2068455	299969	1	True	uple	uple
157	2071568	303212	-2	0.64	-1	-1
158	2072435	304115	1	True	left	left
159	2074815	306594	-2	0.64	-1	-1
160	2075722	307539	1	True	right	right
161	2078788	310733	-2	0.64	-1	-1
162	2080495	312511	1	True	dori	dori
163	2083775	315928	-2	0.72	-1	-1
164	2084908	317109	1	False	down	up
165	2087921	320248	-2	0.72	-1	-1
166	2088908	321275	1	True	upri	upri
167	2091281	323748	-2	0.72	-1	-1
168	2092201	324706	1	True	upri	upri
169	2094821	327436	-2	0.72	-1	-1
170	2095735	328387	1	True	dole	dole
171	2098315	331075	-2	0.72	-1	-1
172	2099168	331963	1	True	down	down
173	2102455	335387	-2	0.72	-1	-1
174	2103727	336714	1	True	uple	uple
175	2106275	339367	-2	0.72	-1	-1
176	2107402	340541	1	True	uple	uple
177	2110301	343561	-2	0.72	-1	-1
178	2111241	344541	1	True	uple	uple
179	2114481	347916	-2	0.72	-1	-1
180	2115401	348874	1	True	left	left
181	start	2116988	350528.06	DynamicAcuity
182	2126108	360028	-2	0.00	-1	-1
183	2127194	361160	1	False	uple	left
184	2129127	363174	-2	0.00	-1	-1
185	2131207	365341	1	True	left	left
186	2133614	367848	-2	0.00	-1	-1
187	2135215	369515	1	False	dori	right
188	2137574	371973	-2	0.00	-1	-1
189	2139494	373973	1	False	down	right
190	2141561	376126	-2	0.00	-1	-1
191	2142882	377502	1	False	right	down
192	2145014	379724	-2	0.00	-1	-1
193	2146589	381364	1	False	dole	down
194	2148394	383244	-2	0.00	-1	-1
195	2150100	385022	1	False	down	dori
196	2152347	387363	-2	0.00	-1	-1
197	2153681	388752	1	True	left	left
198	2155140	390273	-2	0.00	-1	-1
199	2156748	391947	1	False	left	down
200	2159054	394350	-2	0.08	-1	-1
201	2160687	396051	1	True	down	down
202	2162674	398120	-2	0.08	-1	-1
203	2164013	399516	1	False	dori	right
204	2166080	401669	-2	0.08	-1	-1
205	2167281	402919	1	False	dole	left
206	2169127	404843	-2	0.08	-1	-1
207	2170441	406212	1	False	up	right
208	2172427	408281	-2	0.08	-1	-1
209	2173674	409580	1	True	dole	dole
210	2175460	411441	-2	0.08	-1	-1
211	2176780	412815	1	False	down	right
212	2178707	414822	-2	0.08	-1	-1
213	2180300	416482	1	True	upri	upri
214	2181826	418073	-2	0.08	-1	-1
215	2183913	420247	1	True	up	up
216	2186327	422761	-2	0.08	-1	-1
217	2187814	424310	1	False	uple	up
218	2190120	426712	-2	0.16	-1	-1
219	2191280	427921	1	True	up	up
220	2193073	429789	-2	0.16	-1	-1
221	2194460	431233	1	False	upri	dole
222	2196133	432977	-2	0.16	-1	-1
223	2197960	434879	1	False	left	right
224	2200560	437588	-2	0.16	-1	-1
225	2201720	438796	1	False	uple	up
226	2203926	441095	-2	0.16	-1	-1
227	2204966	442178	1	True	down	down
228	2207313	444623	-2	0.16	-1	-1
229	2208293	445644	1	False	left	dole
230	2210280	447714	-2	0.16	-1	-1
231	2212346	449866	1	True	up	up
232	2214586	452200	-2	0.16	-1	-1
233	2215741	453403	1	True	up	up
234	2217953	455707	-2	0.16	-1	-1
235	2219366	457179	1	False	uple	right
236	2221766	459679	-2	0.24	-1	-1
237	2222933	460895	1	True	up	up
238	2224973	463020	-2	0.24	-1	-1
239	2226239	464339	1	True	up	up
240	2228606	466805	-2	0.24	-1	-1
241	2229626	467868	1	False	left	down
242	2231606	469930	-2	0.24	-1	-1
243	2232947	471327	1	False	upri	right
244	2234973	473437	-2	0.24	-1	-1
245	2236239	474757	1	True	upri	upri
246	2237880	476466	-2	0.24	-1	-1
247	2239566	478223	1	True	down	down
248	2242359	481132	-2	0.24	-1	-1
249	2243553	482376	1	True	dori	dori
250	2245879	484799	-2	0.24	-1	-1
251	2246980	485946	1	True	dori	dori
252	2248886	487931	-2	0.24	-1	-1
253	2250026	489119	1	True	uple	uple
254	2251659	490820	-2	0.32	-1	-1
255	2252693	491897	1	True	up	up
256	2254752	494043	-2	0.32	-1	-1
257	2255759	495091	1	True	down	down
258	2257539	496946	-2	0.32	-1	-1
259	2258705	498161	1	True	up	up
260	2261146	500703	-2	0.32	-1	-1
261	2263093	502731	1	True	up	up
262	2265119	504842	-2	0.32	-1	-1
263	2266346	506120	1	True	upri	upri
264	2268726	508599	-2	0.32	-1	-1
265	2270092	510023	1	True	upri	upri
266	2272345	512370	-2	0.32	-1	-1
267	2273585	513662	1	True	uple	uple
268	2276399	516593	-2	0.32	-1	-1
269	2277793	518046	1	False	dori	down
270	2280345	520704	-2	0.32	-1	-1
271	2281579	521989	1	False	left	dole
272	2283605	524100	-2	0.40	-1	-1
273	2285052	525607	1	False	up	dole
274	2286785	527413	-2	0.40	-1	-1
275	2287725	528392	1	True	up	up
276	2289892	530649	-2	0.40	-1	-1
277	2291379	532198	1	True	uple	uple
278	2293065	533955	-2	0.40	-1	-1
279	2294112	535045	1	False	down	dori
280	2295945	536955	-2	0.40	-1	-1
281	2297558	538636	1	True	left	left
282	2299612	540775	-2	0.40	-1	-1
283	2301034	542256	1	True	down	down
284	2303758	545095	-2	0.40	-1	-1
285	2304825	546206	1	True	dole	dole
286	2307271	548754	-2	0.40	-1	-1
287	2308325	549852	1	True	left	left
288	2310972	552609	-2	0.40	-1	-1
289	2312011	553692	1	True	dole	dole
290	2314512	556297	-2	0.48	-1	-1
291	2315631	557463	1	True	upri	upri
292	2318112	560047	-2	0.48	-1	-1
293	2319371	561359	1	True	uple	uple
294	2321552	563631	-2	0.48	-1	-1
295	2322665	564790	1	True	right	right
296	2325105	567332	-2	0.48	-1	-1
297	2326171	568443	1	True	upri	upri
298	2328198	570554	-2	0.48	-1	-1
299	2329278	571679	1	True	right	right
300	2331518	574013	-2	0.48	-1	-1
301	2332585	575124	1	True	up	up
302	2334525	577145	-2	0.48	-1	-1
303	2335605	578271	1	True	uple	uple
304	2337851	580611	-2	0.48	-1	-1
305	2338878	581680	1	True	upri	upri
306	2340778	583659	-2	0.48	-1	-1
307	2341918	584847	1	True	uple	uple
308	2344744	587792	-2	0.56	-1	-1
309	2345865	588958	1	False	right	upri
310	2348298	591493	-2	0.56	-1	-1
311	2349652	592904	1	True	up	up
312	2351917	595264	-2	0.56	-1	-1
313	2353018	596410	1	True	uple	uple
314	2354924	598396	-2	0.56	-1	-1
315	2356118	599639	1	True	dori	dori
316	2359071	602716	-2	0.56	-1	-1
317	2360784	604501	1	True	down	down
318	2363424	607251	-2	0.56	-1	-1
319	2364525	608398	1	True	down	down
320	2366931	610904	-2	0.56	-1	-1
321	2368091	612113	1	True	uple	uple
322	2370257	614370	-2	0.56	-1	-1
323	2371424	615585	1	True	dori	dori
324	2373784	618043	-2	0.56	-1	-1
325	2374844	619148	1	True	dole	dole
326	2377053	621448	-2	0.64	-1	-1
327	2378565	623024	1	True	dori	dori
328	2381004	625565	-2	0.64	-1	-1
329	2382144	626752	1	True	dole	dole
330	2384164	628857	-2	0.64	-1	-1
331	2385177	629912	1	True	left	left
332	2388171	633031	-2	0.64	-1	-1
333	2389198	634100	1	True	left	left
334	2391877	636892	-2	0.64	-1	-1
335	2392904	637961	1	True	right	right
336	2395417	640579	-2	0.64	-1	-1
337	2396524	641732	1	True	dori	dori
338	2398744	644045	-2	0.64	-1	-1
339	2399850	645198	1	True	right	right
340	2402404	647858	-2	0.64	-1	-1
341	2403817	649330	1	True	upri	upri
342	2405890	651490	-2	0.64	-1	-1
343	2407090	652740	1	True	right	right
344	2409357	655101	-2	0.72	-1	-1
345	2410344	656129	1	True	dole	dole
346	2412424	658296	-2	0.72	-1	-1
347	2413550	659469	1	True	up	up
348	2415883	661900	-2	0.72	-1	-1
349	2416897	662956	1	True	left	left
350	2419097	665247	-2	0.72	-1	-1
351	2420091	666283	1	True	left	left
352	2422963	669276	-2	0.72	-1	-1
353	2423817	670165	1	True	left	left
354	2426517	672977	-2	0.72	-1	-1
355	2427617	674123	1	True	up	up
356	2430316	676936	-2	0.72	-1	-1
357	2431270	677929	1	True	left	left
358	2433830	680596	-2	0.72	-1	-1
359	2434777	681582	1	True	left	left
