Using_curved_screen True Player_screen_cm 180 Screen_width_cm 121 Camera1_display 0 Camera2_display 1 CameraFOVFactor 2 GazeTime 1.5 RandomGazeTime 0.5 HideTime 0.2 SpeedThreshold 180 StopWinodow 0.03 TargetChangeTime 1 TargetChangeTimeRRange 0 UseAcuityIndicator True AcuityMode 1 AcuityFlashTime 0.08 AcuityChangeNumber 10 AcuityChangeUpPerc 0.8 AcuityChangeDownPerc 0.5 ACuityList 90 StopSpeed 10.00 PostDelayList 0 PostDelayNumber 5 PostDelayUpC 0.50 PostDelayLoC 0.60 PostDelayConvNum 1 PostDelayRepeatNum 2 PostDelayASOffset 0 DynaDelayRepeatNum 9 
Line_#	Time_Stamp	Simulink_Sample	Trail_#	Action	Degree	Direction
15	88260	-1	GameMode DynamicAcuity HideFlag False JumpFlag False ShowTargetFlag True HeadIndicatorChange True SkipCenterFlag True HideHeadIndicator False Gain 1 UsingAcuityAfter False UsingAcuityBefore True UsingAcuityWaitTime False AcuitySize 4 UsingAcuityChange False CurrAcuityChangeMode acuity_list UsingPostDelay False PostDelayMode random PostDelayInit 0.00 PostDelayIMax 0.00 ADUsingStaticData False UsingPresetSD False StaticDataSize 0 StaticDataMLH 0.000 DynamicDelayMode fix_amount DynaDelayInit 0.000 DynaDelayMax 0.800 DynaDelayInter 0.080 	
3	157	88396	0	ReSet	0.00	0
4	165	88404	0	ShowTarget	0.00	0
5	1519	89704	0	MoveTarget	0.00	1
6	1533	89716	0	ShowTarget	0.00	1
7	2110	90271	0	ErrorOccurred	0.00	1
8	4124	92204	0	ErrorReturn	0.00	1
9	5213	93250	0	MoveTarget	0.00	1
10	5235	93270	0	ShowTarget	0.00	1
11	5672	93690	0	head_turned	0.00	0
12	5915	93923	0	head_stop	0.00	0
13	6611	94591	0	ShowTarget	0.00	1
14	9325	97197	0	MoveTarget	0.00	1
15	9339	97209	0	ShowTarget	0.00	1
16	9658	97516	0	head_turned	0.00	0
17	9915	97763	0	head_stop	0.00	0
18	10562	98384	0	ShowTarget	0.00	1
19	14354	102024	0	MoveTarget	0.00	1
20	14374	102043	0	ShowTarget	0.00	1
21	14950	102596	0	head_turned	0.00	0
22	15152	102790	0	head_stop	0.00	0
23	16839	104408	0	ShowTarget	0.00	1
24	18930	106417	0	MoveTarget	0.00	1
25	18944	106430	0	ShowTarget	0.00	1
26	19978	107423	0	head_turned	0.00	0
27	20450	107876	0	head_stop	0.00	0
28	20902	108310	0	ShowTarget	0.00	1
29	23819	111110	0	MoveTarget	0.00	1
30	23832	111123	0	ShowTarget	0.00	1
31	24492	111756	0	ErrorOccurred	0.00	1
32	26506	113690	0	ErrorReturn	0.00	1
33	29306	116377	0	MoveTarget	0.00	1
34	29326	116396	0	ShowTarget	0.00	1
35	29659	116716	0	head_turned	0.00	0
36	29840	116889	0	head_stop	0.00	0
37	30993	117996	0	ShowTarget	0.00	1
38	34994	121837	0	MoveTarget	0.00	1
39	35014	121856	0	ShowTarget	0.00	1
40	35389	122216	0	head_turned	0.00	0
41	35571	122391	0	head_stop	0.00	0
42	36932	123697	0	ShowTarget	0.00	1
43	38792	125483	0	MoveTarget	0.00	1
44	38813	125503	0	ShowTarget	0.00	1
45	40264	126896	0	head_turned	0.00	0
46	40522	127143	0	head_stop	0.00	0
47	41299	127889	0	ShowTarget	0.00	1
48	43883	130369	0	MoveTarget	0.00	1
49	43903	130390	0	ShowTarget	0.00	1
50	44653	131109	0	head_turned	0.00	0
51	45799	132209	0	head_stop	0.00	0
52	46467	132850	0	ShowTarget	0.00	1
53	48049	134369	0	MoveTarget	0.00	1
54	48063	134383	0	ShowTarget	0.00	1
55	49258	135530	0	head_turned	0.00	0
56	49536	135796	0	head_stop	0.00	0
57	53217	139329	0	ShowTarget	0.00	1
58	56307	142296	0	MoveTarget	0.00	1
59	56321	142309	0	ShowTarget	0.00	1
60	56814	142783	0	head_turned	0.00	0
61	57300	143249	0	head_stop	0.00	0
62	57939	143862	0	ShowTarget	0.00	1
63	59655	145510	0	MoveTarget	0.00	1
64	59668	145522	0	ShowTarget	0.00	1
65	60404	146229	0	head_turned	0.00	0
66	60607	146423	0	head_stop	0.00	0
67	61467	147249	0	ShowTarget	0.00	1
68	63329	149036	0	MoveTarget	0.00	1
69	63342	149049	0	ShowTarget	0.00	1
70	64300	149969	0	head_turned	0.00	0
71	64662	150316	0	head_stop	0.00	0
72	65405	151029	0	ShowTarget	0.00	1
73	68717	154209	0	MoveTarget	0.00	1
74	68731	154222	0	ShowTarget	0.00	1
75	69066	154543	0	head_turned	0.00	0
76	69350	154816	0	head_stop	0.00	0
77	70106	155543	0	ShowTarget	0.00	1
78	73197	158509	0	MoveTarget	0.00	1
79	73217	158529	0	ShowTarget	0.00	1
80	74482	159742	0	head_turned	0.00	0
81	74864	160109	0	head_stop	0.00	0
82	75364	160589	0	ShowTarget	0.00	1
83	77739	162869	0	MoveTarget	0.00	1
84	77752	162882	0	ShowTarget	0.00	1
85	78648	163742	0	head_turned	0.00	0
86	78892	163976	0	head_stop	0.00	0
87	79684	164736	0	ShowTarget	0.00	1
88	82204	167156	0	MoveTarget	0.00	1
89	82218	167169	0	ShowTarget	0.00	1
90	82565	167502	0	head_turned	0.00	0
91	83003	167922	0	head_stop	0.00	0
92	83551	168449	0	ShowTarget	0.00	1
93	85656	170469	0	MoveTarget	0.00	1
94	85670	170482	0	ShowTarget	0.00	1
95	86239	171029	0	head_turned	0.00	0
96	86448	171229	0	head_stop	0.00	0
97	87205	171956	0	ShowTarget	0.00	1
98	89885	174529	0	MoveTarget	0.00	1
99	89899	174542	0	ShowTarget	0.00	1
100	90212	174842	0	head_turned	0.00	0
101	90475	175095	0	head_stop	0.00	0
102	91184	175776	0	ShowTarget	0.00	1
103	98525	182822	0	MoveTarget	0.00	1
104	98539	182835	0	ShowTarget	0.00	1
105	98976	183255	0	head_turned	0.00	0
106	99268	183535	0	head_stop	0.00	0
107	100532	184748	0	ShowTarget	0.00	1
108	103462	187562	0	MoveTarget	0.00	1
109	103484	187582	0	ShowTarget	0.00	1
110	104032	188109	0	head_turned	0.00	0
111	104414	188475	0	head_stop	0.00	0
112	105324	189349	0	ShowTarget	0.00	1
113	107303	191249	0	MoveTarget	0.00	1
114	107317	191262	0	ShowTarget	0.00	1
115	107692	191622	0	ErrorOccurred	0.00	1
116	109706	193555	0	ErrorReturn	0.00	1
117	110817	194622	0	MoveTarget	0.00	1
118	110838	194642	0	ShowTarget	0.00	1
119	111477	195255	0	ErrorOccurred	0.00	1
120	113484	197182	0	ErrorReturn	0.00	1
121	114498	198155	0	MoveTarget	0.00	1
122	114519	198175	0	ShowTarget	0.00	1
123	115345	198969	0	head_turned	0.00	0
124	115657	199268	0	head_stop	0.00	0
125	117548	201083	0	ShowTarget	0.00	1
126	120741	204148	0	MoveTarget	0.00	1
127	120755	204162	0	ShowTarget	0.00	1
128	121368	204750	0	head_turned	0.00	0
129	122034	205389	0	head_stop	0.00	0
130	123234	206542	0	ShowTarget	0.00	1
131	126165	209355	0	MoveTarget	0.00	1
132	126179	209369	0	ShowTarget	0.00	1
133	126533	209708	0	ErrorOccurred	0.00	1
134	128547	211642	0	ErrorReturn	0.00	1
135	129930	212969	0	MoveTarget	0.00	1
136	129943	212982	0	ShowTarget	0.00	1
137	130353	213375	0	ErrorOccurred	0.00	1
138	132360	215302	0	ErrorReturn	0.00	1
139	133978	216855	0	MoveTarget	0.00	1
140	133992	216868	0	ShowTarget	0.00	1
141	134325	217188	0	head_turned	0.00	0
142	134610	217461	0	head_stop	0.00	0
143	135402	218222	0	ShowTarget	0.00	1
144	137368	220109	0	MoveTarget	0.00	1
145	137381	220122	0	ShowTarget	0.00	1
146	138131	220841	0	head_turned	0.00	0
147	138409	221108	0	head_stop	0.00	0
148	139652	222302	0	ShowTarget	0.00	1
149	145458	227875	0	MoveTarget	0.00	1
150	145472	227888	0	ShowTarget	0.00	1
151	146479	228855	0	head_turned	0.00	0
