Using_curved_screen True Player_screen_cm 90 Screen_width_cm 121 Camera1_display 0 Camera2_display 1 CameraFOVFactor 2 GazeTime 1.5 RandomGazeTime 0.5 HideTime 0.2 SpeedThreshold 20 StopWinodow 0.03 TargetChangeTime 1 TargetChangeTimeRRange 0 UseAcuityIndicator True AcuityMode 1 AcuityFlashTime 0.08 AcuityChangeNumber 10 AcuityChangeUpPerc 0.8 AcuityChangeDownPerc 0.5 ACuityList 90 StopSpeed 10.00 PostDelayList 0 PostDelayNumber 5 PostDelayUpC 0.50 PostDelayLoC 0.60 PostDelayConvNum 1 PostDelayRepeatNum 2 PostDelayASOffset 0 DynaDelayRepeatNum 2 
Line_#	Time_Stamp	Simulink_Sample	Trail_#	Action	Degree	Direction
8	3271624	-1	GameMode DynamicAcuity HideFlag False JumpFlag False ShowTargetFlag True HeadIndicatorChange True SkipCenterFlag True HideHeadIndicator False Gain 1 UsingAcuityAfter False UsingAcuityBefore True UsingAcuityWaitTime False AcuitySize 1 UsingAcuityChange False CurrAcuityChangeMode acuity_list UsingPostDelay False PostDelayMode random PostDelayInit 0.00 PostDelayIMax 0.00 ADUsingStaticData False UsingPresetSD False StaticDataSize 0 StaticDataMLH 0.000 UsingDynamicDelay True DynamicDelayMode fix_amount DynaDelayInit 0.000 DynaDelayMax 0.720 DynaDelayInter 0.080 	
3	797	3272381	0	ReSet	0.00	0
4	812	3272395	0	ShowTarget	0.00	0
5	1521	3273075	0	MoveTarget	0.00	1
6	1533	3273088	0	ShowTarget	0.00	1
7	2992	3274489	0	head_turned	0.00	0
8	3465	3274941	0	head_stop	0.00	0
9	4543	3275977	0	ShowTarget	0.00	1
10	7041	3278375	0	MoveTarget	0.00	1
11	7055	3278388	0	ShowTarget	0.00	1
12	7298	3278622	0	head_turned	0.00	0
13	7631	3278941	0	head_stop	0.00	0
14	8000	3279296	0	ShowTarget	0.00	1
15	9972	3281188	0	MoveTarget	0.00	1
16	9985	3281201	0	ShowTarget	0.00	1
17	10256	3281461	0	head_turned	0.00	0
18	10583	3281775	0	head_stop	0.00	0
19	10958	3282135	0	ShowTarget	0.00	1
20	13243	3284328	0	MoveTarget	0.00	1
21	13263	3284348	0	ShowTarget	0.00	1
22	13492	3284568	0	head_turned	0.00	0
23	13840	3284901	0	head_stop	0.00	0
24	14152	3285201	0	ShowTarget	0.00	1
25	16646	3287595	0	MoveTarget	0.00	1
26	16659	3287608	0	ShowTarget	0.00	1
27	16930	3287868	0	head_turned	0.00	0
28	17222	3288148	0	head_stop	0.00	0
29	17618	3288528	0	ShowTarget	0.00	1
30	20021	3290835	0	MoveTarget	0.00	1
31	20034	3290848	0	ShowTarget	0.00	1
32	20298	3291101	0	head_turned	0.00	0
33	20646	3291434	0	head_stop	0.00	0
34	21063	3291835	0	ShowTarget	0.00	1
35	23035	3293728	0	MoveTarget	0.00	1
36	23049	3293741	0	ShowTarget	0.00	1
37	23320	3294001	0	head_turned	0.00	0
38	23660	3294328	0	head_stop	0.00	0
39	24125	3294775	0	ShowTarget	0.00	1
40	26063	3296622	0	MoveTarget	0.00	1
41	26083	3296654	0	ShowTarget	0.00	1
42	26368	3296928	0	head_turned	0.00	0
43	26681	3297228	0	head_stop	0.00	0
44	27181	3297708	0	ShowTarget	0.00	1
45	28848	3299308	0	MoveTarget	0.00	1
46	28861	3299321	0	ShowTarget	0.00	1
47	29125	3299574	0	head_turned	0.00	0
48	29459	3299895	0	head_stop	0.00	0
49	30112	3300521	0	ShowTarget	0.00	1
50	31980	3302314	0	MoveTarget	0.00	1
51	31993	3302328	0	ShowTarget	0.00	1
52	32279	3302601	0	head_turned	0.00	0
53	32612	3302921	0	head_stop	0.00	0
54	33265	3303548	0	ShowTarget	0.00	1
55	35612	3305801	0	MoveTarget	0.00	1
56	35626	3305814	0	ShowTarget	0.00	1
57	35945	3306121	0	head_turned	0.00	0
58	36265	3306428	0	head_stop	0.00	0
59	36911	3307048	0	ShowTarget	0.00	1
60	39327	3309368	0	MoveTarget	0.00	1
61	39341	3309381	0	ShowTarget	0.00	1
62	39626	3309654	0	head_turned	0.00	0
63	40078	3310088	0	head_stop	0.00	0
64	40591	3310581	0	ShowTarget	0.00	1
65	42751	3312654	0	MoveTarget	0.00	1
66	42765	3312668	0	ShowTarget	0.00	1
67	43036	3312927	0	head_turned	0.00	0
68	43342	3313221	0	head_stop	0.00	0
69	44099	3313948	0	ShowTarget	0.00	1
70	46355	3316114	0	MoveTarget	0.00	1
71	46377	3316134	0	ShowTarget	0.00	1
72	46626	3316374	0	head_turned	0.00	0
73	46953	3316688	0	head_stop	0.00	0
74	47690	3317395	0	ShowTarget	0.00	1
75	49641	3319268	0	MoveTarget	0.00	1
