Using_curved_screen True Player_screen_cm 180 Screen_width_cm 121 Camera1_display 0 Camera2_display 1 CameraFOVFactor 2 GazeTime 1.5 RandomGazeTime 0.5 HideTime 0.2 SpeedThreshold 20 StopWinodow 0.03 TargetChangeTime 1 TargetChangeTimeRRange 0 UseAcuityIndicator True AcuityMode 1 AcuityFlashTime 0.08 AcuityChangeNumber 10 AcuityChangeUpPerc 0.8 AcuityChangeDownPerc 0.5 ACuityList 90 StopSpeed 10.00 PostDelayList 0 PostDelayNumber 5 PostDelayUpC 0.50 PostDelayLoC 0.60 PostDelayConvNum 1 PostDelayRepeatNum 2 PostDelayASOffset 0 DynaDelayRepeatNum 9 
Line_#	Time_Stamp	Simulink_Sample	Trail_#	Action	Degree	Direction
9	1558337	-1	GameMode DynamicAcuity HideFlag False JumpFlag False ShowTargetFlag True HeadIndicatorChange True SkipCenterFlag True HideHeadIndicator False Gain 1 UsingAcuityAfter False UsingAcuityBefore True UsingAcuityWaitTime False AcuitySize 1 UsingAcuityChange False CurrAcuityChangeMode acuity_list UsingPostDelay False PostDelayMode random PostDelayInit 0.00 PostDelayIMax 0.00 ADUsingStaticData False UsingPresetSD False StaticDataSize 0 StaticDataMLH 0.000 UsingDynamicDelay True DynamicDelayMode fix_amount DynaDelayInit 0.000 DynaDelayMax 0.560 DynaDelayInter 0.080 	
3	173	1558495	0	ReSet	0.00	0
4	180	1558501	0	ShowTarget	0.00	0
5	1507	1559774	0	MoveTarget	0.00	1
6	1520	1559788	0	ShowTarget	0.00	1
7	2847	1561061	0	head_turned	0.00	0
8	3284	1561480	0	head_stop	0.00	0
9	4724	1562863	0	ShowTarget	0.00	1
10	7820	1565835	0	MoveTarget	0.00	1
11	7840	1565854	0	ShowTarget	0.00	1
12	8972	1566941	0	head_turned	0.00	0
13	9382	1567334	0	head_stop	0.00	0
14	10562	1568468	0	ShowTarget	0.00	1
15	13708	1571488	0	MoveTarget	0.00	1
16	13729	1571507	0	ShowTarget	0.00	1
17	14667	1572408	0	head_turned	0.00	0
18	15403	1573114	0	head_stop	0.00	0
19	15799	1573495	0	ShowTarget	0.00	1
20	18111	1575714	0	MoveTarget	0.00	1
21	18125	1575727	0	ShowTarget	0.00	1
22	19007	1576574	0	head_turned	0.00	0
23	19424	1576974	0	head_stop	0.00	0
24	20139	1577661	0	ShowTarget	0.00	1
25	22139	1579581	0	MoveTarget	0.00	1
26	22160	1579601	0	ShowTarget	0.00	1
27	23508	1580894	0	head_turned	0.00	0
28	24098	1581461	0	head_stop	0.00	0
29	24793	1582128	0	ShowTarget	0.00	1
30	26681	1583941	0	MoveTarget	0.00	1
31	26696	1583955	0	ShowTarget	0.00	1
32	27508	1584734	0	head_turned	0.00	0
33	27862	1585074	0	head_stop	0.00	0
34	28730	1585908	0	ShowTarget	0.00	1
35	31404	1588474	0	MoveTarget	0.00	1
36	31418	1588488	0	ShowTarget	0.00	1
37	32230	1589267	0	head_turned	0.00	0
38	32696	1589714	0	head_stop	0.00	0
39	33369	1590361	0	ShowTarget	0.00	1
40	35953	1592841	0	MoveTarget	0.00	1
41	35966	1592854	0	ShowTarget	0.00	1
42	36425	1593294	0	head_turned	0.00	0
43	36828	1593680	0	head_stop	0.00	0
44	37461	1594289	0	ShowTarget	0.00	1
45	39425	1596174	0	MoveTarget	0.00	1
46	39446	1596194	0	ShowTarget	0.00	1
47	40501	1597207	0	head_turned	0.00	0
48	40953	1597641	0	head_stop	0.00	0
49	41593	1598255	0	ShowTarget	0.00	1
50	44425	1600974	0	MoveTarget	0.00	1
51	44439	1600987	0	ShowTarget	0.00	1
52	45009	1601534	0	head_turned	0.00	0
53	45391	1601900	0	head_stop	0.00	0
54	46093	1602575	0	ShowTarget	0.00	1
55	48898	1605267	0	MoveTarget	0.00	1
56	48912	1605281	0	ShowTarget	0.00	1
57	49593	1605934	0	head_turned	0.00	0
58	50120	1606440	0	head_stop	0.00	0
59	50829	1607121	0	ShowTarget	0.00	1
60	53468	1609653	0	MoveTarget	0.00	1
61	53489	1609674	0	ShowTarget	0.00	1
62	54023	1610187	0	head_turned	0.00	0
63	54461	1610607	0	head_stop	0.00	0
64	55259	1611373	0	ShowTarget	0.00	1
65	57329	1613360	0	MoveTarget	0.00	1
66	57343	1613374	0	ShowTarget	0.00	1
67	58017	1614020	0	head_turned	0.00	0
68	58426	1614414	0	head_stop	0.00	0
69	59406	1615354	0	ShowTarget	0.00	1
70	62183	1618020	0	MoveTarget	0.00	1
71	62204	1618040	0	ShowTarget	0.00	1
72	62704	1618520	0	head_turned	0.00	0
73	63170	1618967	0	head_stop	0.00	0
74	65129	1620847	0	ShowTarget	0.00	1
75	67219	1622854	0	MoveTarget	0.00	1
76	67233	1622867	0	ShowTarget	0.00	1
77	68191	1623787	0	head_turned	0.00	0
78	68816	1624387	0	head_stop	0.00	0
79	69385	1624934	0	ShowTarget	0.00	1
80	71809	1627260	0	MoveTarget	0.00	1
81	71823	1627273	0	ShowTarget	0.00	1
82	74288	1629640	0	head_turned	0.00	0
83	74733	1630067	0	head_stop	0.00	0
84	76448	1631713	0	ShowTarget	0.00	1
85	79129	1634287	0	MoveTarget	0.00	1
86	79143	1634300	0	ShowTarget	0.00	1
87	80164	1635280	0	head_turned	0.00	0
88	80670	1635766	0	head_stop	0.00	0
89	82428	1637453	0	ShowTarget	0.00	1
90	85824	1640713	0	MoveTarget	0.00	1
91	85845	1640733	0	ShowTarget	0.00	1
92	86817	1641667	0	head_turned	0.00	0
93	87386	1642213	0	head_stop	0.00	0
94	88694	1643468	0	ShowTarget	0.00	1
95	91491	1646153	0	MoveTarget	0.00	1
96	91505	1646166	0	ShowTarget	0.00	1
97	92296	1646927	0	head_turned	0.00	0
98	92748	1647360	0	head_stop	0.00	0
99	94345	1648893	0	ShowTarget	0.00	1
100	98839	1653207	0	MoveTarget	0.00	1
101	98852	1653220	0	ShowTarget	0.00	1
102	99685	1654020	0	head_turned	0.00	0
103	100047	1654366	0	head_stop	0.00	0
104	101290	1655560	0	ShowTarget	0.00	1
105	104304	1658453	0	MoveTarget	0.00	1
106	104318	1658467	0	ShowTarget	0.00	1
107	105422	1659527	0	head_turned	0.00	0
108	105901	1659986	0	head_stop	0.00	0
109	107103	1661140	0	ShowTarget	0.00	1
110	111075	1664953	0	MoveTarget	0.00	1
111	111089	1664966	0	ShowTarget	0.00	1
112	114471	1668213	0	head_turned	0.00	0
113	114659	1668393	0	head_stop	0.00	0
114	146974	1699413	0	ShowTarget	0.00	1
115	148487	1700866	0	MoveTarget	0.00	1
116	148501	1700879	0	ShowTarget	0.00	1
117	149730	1702059	0	head_turned	0.00	0
118	150147	1702459	0	head_stop	0.00	0
119	153869	1706032	0	ShowTarget	0.00	1
120	156300	1708366	0	MoveTarget	0.00	1
121	156314	1708379	0	ShowTarget	0.00	1
122	157516	1709532	0	head_turned	0.00	0
123	157995	1709992	0	head_stop	0.00	0
124	160343	1712246	0	ShowTarget	0.00	1
125	162266	1714092	0	MoveTarget	0.00	1
126	162280	1714106	0	ShowTarget	0.00	1
127	163551	1715326	0	head_turned	0.00	0
128	163967	1715725	0	head_stop	0.00	0
129	164933	1716653	0	ShowTarget	0.00	1
130	167558	1719172	0	MoveTarget	0.00	1
131	167571	1719185	0	ShowTarget	0.00	1
132	168405	1719986	0	head_turned	0.00	0
133	168829	1720392	0	head_stop	0.00	0
134	169878	1721399	0	ShowTarget	0.00	1
135	172933	1724332	0	MoveTarget	0.00	1
136	172954	1724352	0	ShowTarget	0.00	1
137	173488	1724865	0	head_turned	0.00	0
138	173926	1725285	0	head_stop	0.00	0
139	175350	1726652	0	ShowTarget	0.00	1
140	178003	1729199	0	MoveTarget	0.00	1
141	178017	1729213	0	ShowTarget	0.00	1
142	178669	1729838	0	head_turned	0.00	0
143	179128	1730279	0	head_stop	0.00	0
144	180358	1731459	0	ShowTarget	0.00	1
145	183079	1734072	0	MoveTarget	0.00	1
146	183100	1734092	0	ShowTarget	0.00	1
147	183934	1734892	0	head_turned	0.00	0
148	184406	1735345	0	head_stop	0.00	0
149	185872	1736753	0	ShowTarget	0.00	1
150	188503	1739279	0	MoveTarget	0.00	1
151	188525	1739300	0	ShowTarget	0.00	1
152	189010	1739765	0	head_turned	0.00	0
153	189442	1740179	0	head_stop	0.00	0
154	190622	1741312	0	ShowTarget	0.00	1
155	193087	1743678	0	MoveTarget	0.00	1
156	193101	1743692	0	ShowTarget	0.00	1
157	194893	1745412	0	head_turned	0.00	0
158	195296	1745799	0	head_stop	0.00	0
159	196455	1746912	0	ShowTarget	0.00	1
160	198851	1749212	0	MoveTarget	0.00	1
161	198865	1749225	0	ShowTarget	0.00	1
162	199629	1749958	0	head_turned	0.00	0
163	200108	1750418	0	head_stop	0.00	0
164	201032	1751305	0	ShowTarget	0.00	1
165	203935	1754092	0	MoveTarget	0.00	1
166	203949	1754105	0	ShowTarget	0.00	1
167	205310	1755412	0	head_turned	0.00	0
168	205789	1755872	0	head_stop	0.00	0
169	206685	1756731	0	ShowTarget	0.00	1
170	209386	1759325	0	MoveTarget	0.00	1
171	209407	1759345	0	ShowTarget	0.00	1
172	210206	1760112	0	head_turned	0.00	0
173	210671	1760558	0	head_stop	0.00	0
174	211991	1761825	0	ShowTarget	0.00	1
175	214706	1764432	0	MoveTarget	0.00	1
176	214720	1764445	0	ShowTarget	0.00	1
177	215290	1764991	0	head_turned	0.00	0
178	215686	1765371	0	head_stop	0.00	0
179	216963	1766598	0	ShowTarget	0.00	1
180	219547	1769078	0	MoveTarget	0.00	1
