GameMode DynamicAcuity HideFlag False JumpFlag False ShowTargetFlag True HeadIndicatorChange True SkipCenterFlag True HideHeadIndicator False Gain 1 UsingAcuityAfter False UsingAcuityBefore True UsingAcuityWaitTime False AcuitySize 1 UsingAcuityChange False CurrAcuityChangeMode acuity_list UsingPostDelay False PostDelayMode random PostDelayInit 0.00 PostDelayIMax 0.00 ADUsingStaticData False UsingPresetSD False StaticDataSize 0 StaticDataMLH 0.000 UsingDynamicDelay True DynamicDelayMode fix_amount DynaDelayInit 0.000 DynaDelayMax 0.720 DynaDelayInter 0.080 	
455	325073	2593791	0	ReSet	0.00	0
456	325080	2593797	0	ShowTarget	0.00	1
457	326539	2595197	0	MoveTarget	30.00	1
458	326560	2595217	0	ShowTarget	30.00	1
459	326858	2595504	0	head_turned	0.00	0
460	327163	2595797	0	head_stop	0.00	0
461	327886	2596490	0	ShowTarget	30.00	1
462	329074	2597631	1	MoveTarget	30.00	0
463	329087	2597644	1	ShowTarget	30.00	0
464	329421	2597964	1	head_turned	0.00	0
465	329789	2598317	1	head_stop	0.00	0
466	330671	2599164	1	ShowTarget	30.00	0
467	332643	2601057	0	MoveTarget	30.00	1
468	332664	2601077	0	ShowTarget	30.00	1
469	332935	2601337	0	head_turned	0.00	0
470	333324	2601711	0	head_stop	0.00	0
471	333900	2602264	0	ShowTarget	30.00	1
472	335470	2603770	1	MoveTarget	30.00	0
473	335484	2603784	1	ShowTarget	30.00	0
474	335755	2604044	1	head_turned	0.00	0
475	336164	2604437	1	head_stop	0.00	0
476	336713	2604964	1	ShowTarget	30.00	0
477	338574	2606750	0	MoveTarget	30.00	1
478	338595	2606770	0	ShowTarget	30.00	1
479	338838	2607004	0	head_turned	0.00	0
480	339262	2607410	0	head_stop	0.00	0
481	339671	2607804	0	ShowTarget	30.00	1
482	341595	2609650	1	MoveTarget	30.00	0
483	341609	2609664	1	ShowTarget	30.00	0
484	341901	2609944	1	head_turned	0.00	0
485	342310	2610337	1	head_stop	0.00	0
486	342679	2610691	1	ShowTarget	30.00	0
487	344443	2612384	0	MoveTarget	30.00	1
488	344457	2612397	0	ShowTarget	30.00	1
489	344748	2612677	0	head_turned	0.00	0
490	345186	2613097	0	head_stop	0.00	0
491	345562	2613458	0	ShowTarget	30.00	1
492	346873	2614717	1	MoveTarget	30.00	0
493	346894	2614737	1	ShowTarget	30.00	0
494	347165	2614997	1	head_turned	0.00	0
495	347589	2615404	1	head_stop	0.00	0
496	347902	2615705	1	ShowTarget	30.00	0
497	348970	2616730	0	MoveTarget	30.00	1
498	348991	2616750	0	ShowTarget	30.00	1
499	349297	2617044	0	head_turned	0.00	0
500	349755	2617484	0	head_stop	0.00	0
501	350012	2617730	0	ShowTarget	30.00	1
502	352491	2620110	1	MoveTarget	30.00	0
503	352505	2620123	1	ShowTarget	30.00	0
504	352742	2620350	1	head_turned	0.00	0
505	353166	2620757	1	head_stop	0.00	0
506	353575	2621150	1	ShowTarget	30.00	0
507	354943	2622463	0	MoveTarget	30.00	1
508	354964	2622483	0	ShowTarget	30.00	1
509	355255	2622763	0	head_turned	0.00	0
510	355714	2623203	0	head_stop	0.00	0
511	356145	2623617	0	ShowTarget	30.00	1
512	357325	2624750	1	MoveTarget	30.00	0
513	357346	2624770	1	ShowTarget	30.00	0
514	357638	2625050	1	head_turned	0.00	0
515	358061	2625457	1	head_stop	0.00	0
516	358443	2625824	1	ShowTarget	30.00	0
517	359846	2627170	0	MoveTarget	30.00	1
518	359860	2627184	0	ShowTarget	30.00	1
519	360103	2627417	0	head_turned	0.00	0
520	360721	2628010	0	head_stop	0.00	0
521	361020	2628297	0	ShowTarget	30.00	1
522	362742	2629950	1	MoveTarget	30.00	0
523	362763	2629970	1	ShowTarget	30.00	0
524	362992	2630190	1	head_turned	0.00	0
525	363430	2630610	1	head_stop	0.00	0
526	363854	2631018	1	ShowTarget	30.00	0
527	365312	2632417	0	MoveTarget	30.00	1
528	365326	2632430	0	ShowTarget	30.00	1
529	365569	2632663	0	head_turned	0.00	0
530	366062	2633137	0	head_stop	0.00	0
531	366396	2633457	0	ShowTarget	30.00	1
532	367625	2634637	1	MoveTarget	30.00	0
533	367638	2634650	1	ShowTarget	30.00	0
534	367944	2634943	1	head_turned	0.00	0
535	368402	2635383	1	head_stop	0.00	0
536	368694	2635663	1	ShowTarget	30.00	0
537	370069	2636984	0	MoveTarget	30.00	1
538	370083	2636996	0	ShowTarget	30.00	1
539	370326	2637230	0	head_turned	0.00	0
540	370868	2637750	0	head_stop	0.00	0
541	371201	2638070	0	ShowTarget	30.00	1
542	372722	2639530	1	MoveTarget	30.00	0
543	372743	2639550	1	ShowTarget	30.00	0
544	372993	2639790	1	head_turned	0.00	0
545	373431	2640210	1	head_stop	0.00	0
