Using_curved_screen True Player_screen_cm 83 Screen_width_cm 121 Camera1_display 0 Camera2_display 1 CameraFOVFactor 2 GazeTime 1.5 RandomGazeTime 0.5 HideTime 0.2 SpeedThreshold 20 StopWinodow 0.03 TargetChangeTime 1 TargetChangeTimeRRange 0 UseAcuityIndicator True AcuityMode 1 AcuityFlashTime 0.08 AcuityChangeNumber 10 AcuityChangeUpPerc 0.8 AcuityChangeDownPerc 0.5 ACuityList 90 StopSpeed 10.00 PostDelayList 0 PostDelayNumber 5 PostDelayUpC 0.50 PostDelayLoC 0.60 PostDelayConvNum 1 PostDelayRepeatNum 2 PostDelayASOffset 0 DynaDelayRepeatNum 9 
Line_#	Time_Stamp	Simulink_Sample	Trail_#	Action	Degree	Direction
9	1225657	-1	GameMode DynamicAcuity HideFlag False JumpFlag False ShowTargetFlag True HeadIndicatorChange True SkipCenterFlag True HideHeadIndicator False Gain 1 UsingAcuityAfter False UsingAcuityBefore True UsingAcuityWaitTime False AcuitySize 3 UsingAcuityChange False CurrAcuityChangeMode acuity_list UsingPostDelay False PostDelayMode random PostDelayInit 0.00 PostDelayIMax 0.00 ADUsingStaticData False UsingPresetSD False StaticDataSize 0 StaticDataMLH 0.000 UsingDynamicDelay True DynamicDelayMode fix_amount DynaDelayInit 0.000 DynaDelayMax 0.720 DynaDelayInter 0.080 	
3	638	1226263	0	ReSet	0.00	0
4	645	1226270	0	ShowTarget	0.00	0
5	1514	1227104	0	MoveTarget	0.00	1
6	1534	1227123	0	ShowTarget	0.00	1
7	2013	1227584	0	head_turned	0.00	0
8	3263	1228783	0	head_stop	0.00	0
9	4030	1229519	0	ShowTarget	0.00	1
10	5971	1231383	0	MoveTarget	0.00	1
11	5985	1231396	0	ShowTarget	0.00	1
12	6249	1231650	0	head_turned	0.00	0
13	6520	1231910	0	head_stop	0.00	0
14	7451	1232803	0	ShowTarget	0.00	1
15	9138	1234423	0	MoveTarget	0.00	1
16	9152	1234437	0	ShowTarget	0.00	1
17	9423	1234696	0	head_turned	0.00	0
18	9694	1234957	0	head_stop	0.00	0
19	10159	1235403	0	ShowTarget	0.00	1
20	12097	1237263	0	MoveTarget	0.00	1
21	12111	1237277	0	ShowTarget	0.00	1
22	12388	1237543	0	head_turned	0.00	0
23	12645	1237790	0	head_stop	0.00	0
24	13520	1238630	0	ShowTarget	0.00	1
25	15583	1240610	0	MoveTarget	0.00	1
26	15605	1240631	0	ShowTarget	0.00	1
27	15812	1240830	0	head_turned	0.00	0
28	16021	1241030	0	head_stop	0.00	0
29	17410	1242364	0	ShowTarget	0.00	1
30	19701	1244563	0	MoveTarget	0.00	1
31	19715	1244576	0	ShowTarget	0.00	1
32	20014	1244863	0	head_turned	0.00	0
33	20548	1245376	0	head_stop	0.00	0
34	21035	1245843	0	ShowTarget	0.00	1
35	23570	1248277	0	MoveTarget	0.00	1
36	23591	1248297	0	ShowTarget	0.00	1
37	24313	1248990	0	head_turned	0.00	0
38	24681	1249343	0	head_stop	0.00	0
39	26014	1250623	0	ShowTarget	0.00	1
40	27973	1252503	0	MoveTarget	0.00	1
41	27986	1252516	0	ShowTarget	0.00	1
42	28244	1252763	0	head_turned	0.00	0
43	28486	1252996	0	head_stop	0.00	0
44	29112	1253596	0	ShowTarget	0.00	1
45	30730	1255150	0	MoveTarget	0.00	1
46	30744	1255163	0	ShowTarget	0.00	1
47	31014	1255423	0	head_turned	0.00	0
48	31271	1255670	0	head_stop	0.00	0
49	31917	1256290	0	ShowTarget	0.00	1
50	34737	1258996	0	MoveTarget	0.00	1
51	34751	1259009	0	ShowTarget	0.00	1
52	34994	1259243	0	head_turned	0.00	0
53	35418	1259650	0	head_stop	0.00	0
54	35688	1259910	0	ShowTarget	0.00	1
55	37577	1261723	0	MoveTarget	0.00	1
56	37591	1261736	0	ShowTarget	0.00	1
57	37869	1262003	0	head_turned	0.00	0
58	38126	1262249	0	head_stop	0.00	0
59	39432	1263503	0	ShowTarget	0.00	1
60	42293	1266250	0	MoveTarget	0.00	1
61	42307	1266263	0	ShowTarget	0.00	1
62	42543	1266489	0	head_turned	0.00	0
63	42807	1266743	0	head_stop	0.00	0
64	43758	1267656	0	ShowTarget	0.00	1
65	45363	1269196	0	MoveTarget	0.00	1
66	45385	1269217	0	ShowTarget	0.00	1
67	45668	1269490	0	head_turned	0.00	0
68	45925	1269736	0	head_stop	0.00	0
69	46529	1270316	0	ShowTarget	0.00	1
70	49557	1273223	0	MoveTarget	0.00	1
71	49571	1273236	0	ShowTarget	0.00	1
72	49821	1273476	0	head_turned	0.00	0
73	50307	1273943	0	head_stop	0.00	0
74	50787	1274403	0	ShowTarget	0.00	1
75	52863	1276396	0	MoveTarget	0.00	1
76	52877	1276410	0	ShowTarget	0.00	1
77	53127	1276649	0	head_turned	0.00	0
78	53377	1276889	0	head_stop	0.00	0
79	54697	1278157	0	ShowTarget	0.00	1
80	57210	1280569	0	MoveTarget	0.00	1
81	57224	1280583	0	ShowTarget	0.00	1
82	57475	1280823	0	head_turned	0.00	0
83	57739	1281076	0	head_stop	0.00	0
84	58323	1281637	0	ShowTarget	0.00	1
85	61079	1284283	0	MoveTarget	0.00	1
86	61093	1284296	0	ShowTarget	0.00	1
87	61336	1284529	0	head_turned	0.00	0
88	61669	1284849	0	head_stop	0.00	0
89	62121	1285282	0	ShowTarget	0.00	1
90	64447	1287516	0	MoveTarget	0.00	1
91	64468	1287536	0	ShowTarget	0.00	1
92	64711	1287770	0	head_turned	0.00	0
93	64968	1288016	0	head_stop	0.00	0
94	65885	1288896	0	ShowTarget	0.00	1
95	71982	1294749	0	MoveTarget	0.00	1
96	71996	1294763	0	ShowTarget	0.00	1
97	72239	1294996	0	head_turned	0.00	0
98	72517	1295263	0	head_stop	0.00	0
99	73656	1296356	0	ShowTarget	0.00	1
100	76420	1299009	0	MoveTarget	0.00	1
101	76434	1299023	0	ShowTarget	0.00	1
102	76871	1299442	0	head_turned	0.00	0
103	77260	1299816	0	head_stop	0.00	0
104	78177	1300696	0	ShowTarget	0.00	1
105	80788	1303202	0	MoveTarget	0.00	1
106	80802	1303216	0	ShowTarget	0.00	1
107	81039	1303443	0	head_turned	0.00	0
108	81455	1303843	0	head_stop	0.00	0
109	81927	1304295	0	ShowTarget	0.00	1
110	83886	1306176	0	MoveTarget	0.00	1
111	83899	1306189	0	ShowTarget	0.00	1
112	84177	1306456	0	head_turned	0.00	0
113	84462	1306729	0	head_stop	0.00	0
114	85240	1307476	0	ShowTarget	0.00	1
115	87622	1309762	0	MoveTarget	0.00	1
116	87643	1309782	0	ShowTarget	0.00	1
117	87886	1310016	0	head_turned	0.00	0
118	88282	1310396	0	head_stop	0.00	0
119	89032	1311116	0	ShowTarget	0.00	1
120	91615	1313596	0	MoveTarget	0.00	1
121	91629	1313609	0	ShowTarget	0.00	1
122	91873	1313842	0	head_turned	0.00	0
123	92282	1314236	0	head_stop	0.00	0
124	92775	1314709	0	ShowTarget	0.00	1
125	94567	1316429	0	MoveTarget	0.00	1
126	94581	1316442	0	ShowTarget	0.00	1
127	94887	1316736	0	head_turned	0.00	0
128	95199	1317036	0	head_stop	0.00	0
129	96310	1318102	0	ShowTarget	0.00	1
130	98921	1320608	0	MoveTarget	0.00	1
131	98936	1320623	0	ShowTarget	0.00	1
132	99206	1320882	0	head_turned	0.00	0
133	99511	1321172	0	head_stop	0.00	0
134	100929	1322536	0	ShowTarget	0.00	1
135	103526	1325029	0	MoveTarget	0.00	1
136	103547	1325049	0	ShowTarget	0.00	1
137	103769	1325262	0	head_turned	0.00	0
138	104088	1325569	0	head_stop	0.00	0
139	104908	1326355	0	ShowTarget	0.00	1
140	107540	1328883	0	MoveTarget	0.00	1
141	107561	1328902	0	ShowTarget	0.00	1
142	107818	1329149	0	head_turned	0.00	0
143	108158	1329475	0	head_stop	0.00	0
144	109318	1330589	0	ShowTarget	0.00	1
145	112332	1333482	0	MoveTarget	0.00	1
146	112353	1333502	0	ShowTarget	0.00	1
147	112609	1333749	0	head_turned	0.00	0
148	112999	1334122	0	head_stop	0.00	0
149	113707	1334802	0	ShowTarget	0.00	1
150	116416	1337402	0	MoveTarget	0.00	1
151	116429	1337415	0	ShowTarget	0.00	1
152	116645	1337622	0	head_turned	0.00	0
153	117054	1338015	0	head_stop	0.00	0
154	117756	1338689	0	ShowTarget	0.00	1
155	119888	1340735	0	MoveTarget	0.00	1
156	119902	1340748	0	ShowTarget	0.00	1
157	120167	1341003	0	head_turned	0.00	0
158	120624	1341442	0	head_stop	0.00	0
159	121402	1342189	0	ShowTarget	0.00	1
160	123228	1343942	0	MoveTarget	0.00	1
161	123242	1343955	0	ShowTarget	0.00	1
162	123645	1344342	0	head_turned	0.00	0
163	124027	1344708	0	head_stop	0.00	0
164	124757	1345409	0	ShowTarget	0.00	1
165	127145	1347702	0	MoveTarget	0.00	1
166	127159	1347715	0	ShowTarget	0.00	1
167	127402	1347948	0	head_turned	0.00	0
168	127805	1348335	0	head_stop	0.00	0
169	128514	1349016	0	ShowTarget	0.00	1
170	130909	1351315	0	MoveTarget	0.00	1
171	130923	1351329	0	ShowTarget	0.00	1
172	131187	1351582	0	head_turned	0.00	0
173	131541	1351921	0	head_stop	0.00	0
174	132278	1352629	0	ShowTarget	0.00	1
175	134541	1354802	0	MoveTarget	0.00	1
176	134556	1354815	0	ShowTarget	0.00	1
177	134833	1355082	0	head_turned	0.00	0
178	135236	1355468	0	head_stop	0.00	0
179	136180	1356375	0	ShowTarget	0.00	1
180	137993	1358115	0	MoveTarget	0.00	1
181	138007	1358128	0	ShowTarget	0.00	1
182	138368	1358475	0	head_turned	0.00	0
183	138847	1358935	0	head_stop	0.00	0
184	139716	1359769	0	ShowTarget	0.00	1
185	142188	1362142	0	MoveTarget	0.00	1
186	142201	1362155	0	ShowTarget	0.00	1
187	142438	1362382	0	head_turned	0.00	0
188	142903	1362828	0	head_stop	0.00	0
189	143598	1363495	0	ShowTarget	0.00	1
190	145584	1365402	0	MoveTarget	0.00	1
191	145605	1365422	0	ShowTarget	0.00	1
192	145952	1365755	0	head_turned	0.00	0
193	146244	1366035	0	head_stop	0.00	0
194	147153	1366909	0	ShowTarget	0.00	1
195	150362	1369988	0	MoveTarget	0.00	1
