GameMode DynamicAcuity HideFlag False JumpFlag False ShowTargetFlag True HeadIndicatorChange True SkipCenterFlag True HideHeadIndicator False Gain 1 UsingAcuityAfter False UsingAcuityBefore True UsingAcuityWaitTime False AcuitySize 1 UsingAcuityChange False CurrAcuityChangeMode acuity_list UsingPostDelay False PostDelayMode random PostDelayInit 0.00 PostDelayIMax 0.00 ADUsingStaticData False UsingPresetSD False StaticDataSize 0 StaticDataMLH 0.000 UsingDynamicDelay True DynamicDelayMode fix_amount DynaDelayInit 0.000 DynaDelayMax 0.720 DynaDelayInter 0.080 	
365	307906	1338452	0	ReSet	0.00	0
366	307913	1338458	0	ShowTarget	0.00	1
367	311198	1341612	0	MoveTarget	15.00	1
368	311212	1341625	0	ShowTarget	15.00	1
369	311663	1342059	0	head_turned	0.00	0
370	312080	1342459	0	head_stop	0.00	0
371	312692	1343046	0	ShowTarget	15.00	1
372	314921	1345186	1	MoveTarget	15.00	0
373	314934	1345198	1	ShowTarget	15.00	0
374	315212	1345465	1	head_turned	0.00	0
375	315670	1345905	1	head_stop	0.00	0
376	317226	1347399	1	ShowTarget	15.00	0
377	319706	1349779	0	MoveTarget	15.00	1
378	319719	1349792	0	ShowTarget	15.00	1
379	320039	1350098	0	head_turned	0.00	0
380	320309	1350358	0	head_stop	0.00	0
381	321685	1351679	0	ShowTarget	15.00	1
382	323213	1353145	1	MoveTarget	15.00	0
383	323226	1353158	1	ShowTarget	15.00	0
384	323594	1353511	1	head_turned	0.00	0
385	324032	1353932	1	head_stop	0.00	0
386	325790	1355619	1	ShowTarget	15.00	0
387	326845	1356632	0	MoveTarget	15.00	1
388	326859	1356645	0	ShowTarget	15.00	1
389	327629	1357385	0	head_turned	0.00	0
390	328081	1357819	0	head_stop	0.00	0
391	328998	1358698	0	ShowTarget	15.00	1
392	330415	1360059	1	MoveTarget	15.00	0
393	330435	1360078	1	ShowTarget	15.00	0
394	330720	1360351	1	head_turned	0.00	0
395	331109	1360725	1	head_stop	0.00	0
396	331775	1361365	1	ShowTarget	15.00	0
397	335470	1364912	0	MoveTarget	15.00	1
398	335491	1364932	0	ShowTarget	15.00	1
399	336366	1365772	0	head_turned	0.00	0
400	336699	1366092	0	head_stop	0.00	0
401	337540	1366899	0	ShowTarget	15.00	1
402	340207	1369458	1	MoveTarget	15.00	0
403	340220	1369471	1	ShowTarget	15.00	0
404	340526	1369765	1	head_turned	0.00	0
405	340859	1370085	1	head_stop	0.00	0
406	341839	1371025	1	ShowTarget	15.00	0
407	355992	1384612	0	MoveTarget	15.00	1
408	356006	1384625	0	ShowTarget	15.00	1
409	374521	1402398	0	head_turned	0.00	0
410	374993	1402851	0	head_stop	0.00	0
411	375493	1403331	0	ShowTarget	15.00	1
412	379098	1406791	1	MoveTarget	15.00	0
413	379112	1406804	1	ShowTarget	15.00	0
414	379841	1407505	1	head_turned	0.00	0
415	380278	1407924	1	head_stop	0.00	0
416	380910	1408531	1	ShowTarget	15.00	0
417	386320	1413724	0	MoveTarget	15.00	1
