Using_curved_screen True Player_screen_cm 93 Screen_width_cm 121 Camera1_display 0 Camera2_display 1 CameraFOVFactor 2 GazeTime 1.5 RandomGazeTime 0.5 HideTime 0.2 SpeedThreshold 180 StopWinodow 0.03 TargetChangeTime 1 TargetChangeTimeRRange 0 UseAcuityIndicator True AcuityMode 1 AcuityFlashTime 0.08 AcuityChangeNumber 10 AcuityChangeUpPerc 0.8 AcuityChangeDownPerc 0.5 ACuityList 90 StopSpeed 10.00 PostDelayList 0 PostDelayNumber 5 PostDelayUpC 0.50 PostDelayLoC 0.60 PostDelayConvNum 1 PostDelayRepeatNum 2 PostDelayASOffset 0 DynaDelayRepeatNum 9 
Line_#	Time_Stamp	Simulink_Sample	Trail_#	Action	Degree	Direction
9	1531447	-1	GameMode StaticAcuity HideFlag True JumpFlag False ShowTargetFlag True HeadIndicatorChange False SkipCenterFlag True HideHeadIndicator True Gain 1 UsingAcuityAfter False UsingAcuityBefore False UsingAcuityWaitTime True AcuitySize 8 UsingAcuityChange True CurrAcuityChangeMode acuity_list UsingPostDelay False PostDelayMode random PostDelayInit 0.00 PostDelayIMax 0.00 ADUsingStaticData False UsingPresetSD False StaticDataSize 0 StaticDataMLH 0.000 UsingDynamicDelay False DynamicDelayMode fix_amount DynaDelayInit 0.000 DynaDelayMax 0.000 DynaDelayInter 0.000 	
3	582	1531998	0	ReSet	0.00	0
4	590	1532005	0	ShowTarget	0.00	0
5	2111	1533466	0	MoveTarget	0.00	1
6	2132	1533485	0	ShowTarget	0.00	1
7	2346	1533692	0	TargetHided	0.00	1
8	2348	1533693	0	ChangeTargetWaitTime	0.00	1
9	3814	1535100	0	ShowTarget	0.00	1
10	5604	1536818	0	MoveTarget	0.00	1
11	5617	1536831	0	ShowTarget	0.00	1
12	5840	1537045	0	TargetHided	0.00	1
13	5840	1537045	0	ChangeTargetWaitTime	0.00	1
14	7208	1538359	0	ShowTarget	0.00	1
15	9229	1540298	0	MoveTarget	0.00	1
16	9242	1540311	0	ShowTarget	0.00	1
17	9444	1540505	0	TargetHided	0.00	1
18	9444	1540505	0	ChangeTargetWaitTime	0.00	1
19	10771	1541778	0	ShowTarget	0.00	1
20	12159	1543111	0	MoveTarget	0.00	1
21	12173	1543125	0	ShowTarget	0.00	1
22	12396	1543338	0	TargetHided	0.00	1
23	12396	1543338	0	ChangeTargetWaitTime	0.00	1
24	13708	1544598	0	ShowTarget	0.00	1
25	15201	1546031	0	MoveTarget	0.00	1
26	15215	1546045	0	ShowTarget	0.00	1
27	15417	1546239	0	TargetHided	0.00	1
28	15417	1546239	0	ChangeTargetWaitTime	0.00	1
29	16716	1547485	0	ShowTarget	0.00	1
30	17827	1548552	0	MoveTarget	0.00	1
31	17841	1548565	0	ShowTarget	0.00	1
32	18050	1548766	0	TargetHided	0.00	1
33	18050	1548766	0	ChangeTargetWaitTime	0.00	1
34	19287	1549953	0	ShowTarget	0.00	1
35	20667	1551278	0	MoveTarget	0.00	1
36	20681	1551291	0	ShowTarget	0.00	1
37	20889	1551491	0	TargetHided	0.00	1
38	20889	1551491	0	ChangeTargetWaitTime	0.00	1
39	22167	1552718	0	ShowTarget	0.00	1
40	23604	1554097	0	MoveTarget	0.00	1
41	23618	1554111	0	ShowTarget	0.00	1
42	23841	1554324	0	TargetHided	0.00	1
43	23841	1554324	0	ChangeTargetWaitTime	0.00	1
44	25243	1555671	0	ShowTarget	0.00	1
45	27160	1557511	0	MoveTarget	0.00	1
46	27182	1557532	0	ShowTarget	0.00	1
47	27389	1557731	0	TargetHided	0.00	1
48	27390	1557731	0	ChangeTargetWaitTime	0.00	1
49	28612	1558905	0	ShowTarget	0.00	1
50	30126	1560358	0	MoveTarget	0.00	1
51	30147	1560378	0	ShowTarget	0.00	1
52	30355	1560578	0	TargetHided	0.00	1
53	30355	1560578	0	ChangeTargetWaitTime	0.00	1
54	31605	1561778	0	ShowTarget	0.00	1
55	32710	1562838	0	MoveTarget	0.00	1
56	32730	1562858	0	ShowTarget	0.00	1
57	32938	1563058	0	TargetHided	0.00	1
58	32938	1563058	0	ChangeTargetWaitTime	0.00	1
59	34056	1564131	0	ShowTarget	0.00	1
60	35140	1565171	0	MoveTarget	0.00	1
61	35161	1565191	0	ShowTarget	0.00	1
62	35369	1565391	0	TargetHided	0.00	1
63	35369	1565391	0	ChangeTargetWaitTime	0.00	1
64	36501	1566478	0	ShowTarget	0.00	1
65	37703	1567631	0	MoveTarget	0.00	1
66	37716	1567644	0	ShowTarget	0.00	1
67	37925	1567845	0	TargetHided	0.00	1
68	37925	1567845	0	ChangeTargetWaitTime	0.00	1
69	39078	1568952	0	ShowTarget	0.00	1
70	41029	1570824	0	MoveTarget	0.00	1
71	41050	1570844	0	ShowTarget	0.00	1
72	41258	1571044	0	TargetHided	0.00	1
73	41258	1571044	0	ChangeTargetWaitTime	0.00	1
74	42502	1572238	0	ShowTarget	0.00	1
75	43606	1573298	0	MoveTarget	0.00	1
76	43619	1573311	0	ShowTarget	0.00	1
77	43842	1573524	0	TargetHided	0.00	1
78	43842	1573524	0	ChangeTargetWaitTime	0.00	1
79	44981	1574618	0	ShowTarget	0.00	1
80	46488	1576064	0	MoveTarget	0.00	1
