Using_curved_screen True Player_screen_cm 90 Screen_width_cm 121 Camera1_display 0 Camera2_display 1 CameraFOVFactor 2 GazeTime 1.5 RandomGazeTime 0.5 HideTime 0.2 SpeedThreshold 20 StopWinodow 0.03 TargetChangeTime 1 TargetChangeTimeRRange 0 UseAcuityIndicator True AcuityMode 1 AcuityFlashTime 0.08 AcuityChangeNumber 10 AcuityChangeUpPerc 0.8 AcuityChangeDownPerc 0.5 ACuityList 90 StopSpeed 10.00 PostDelayList 0 PostDelayNumber 5 PostDelayUpC 0.50 PostDelayLoC 0.60 PostDelayConvNum 1 PostDelayRepeatNum 2 PostDelayASOffset 0 DynaDelayRepeatNum 9 
Line_#	Time_Stamp	Simulink_Sample	Trail_#	Action	Degree	Direction
9	2403425	-1	GameMode DynamicAcuity HideFlag False JumpFlag False ShowTargetFlag True HeadIndicatorChange True SkipCenterFlag True HideHeadIndicator False Gain 1 UsingAcuityAfter False UsingAcuityBefore True UsingAcuityWaitTime False AcuitySize 1 UsingAcuityChange False CurrAcuityChangeMode acuity_list UsingPostDelay False PostDelayMode random PostDelayInit 0.00 PostDelayIMax 0.00 ADUsingStaticData False UsingPresetSD False StaticDataSize 0 StaticDataMLH 0.000 UsingDynamicDelay True DynamicDelayMode fix_amount DynaDelayInit 0.000 DynaDelayMax 0.720 DynaDelayInter 0.080 	
3	471	2403869	0	ReSet	0.00	0
4	478	2403876	0	ShowTarget	0.00	0
5	3541	2406816	0	MoveTarget	0.00	1
6	3555	2406829	0	ShowTarget	0.00	1
7	4020	2407276	0	head_turned	0.00	0
8	4375	2407616	0	head_stop	0.00	0
9	5328	2408531	0	ShowTarget	0.00	1
10	7680	2410789	0	MoveTarget	0.00	1
11	7694	2410802	0	ShowTarget	0.00	1
12	8097	2411189	0	head_turned	0.00	0
13	8347	2411429	0	head_stop	0.00	0
14	9278	2412323	0	ShowTarget	0.00	1
15	11791	2414736	0	MoveTarget	0.00	1
16	11812	2414756	0	ShowTarget	0.00	1
17	12278	2415203	0	head_turned	0.00	0
18	12541	2415456	0	head_stop	0.00	0
19	13403	2416283	0	ShowTarget	0.00	1
20	15819	2418602	0	MoveTarget	0.00	1
21	15833	2418616	0	ShowTarget	0.00	1
22	16319	2419082	0	head_turned	0.00	0
23	16674	2419422	0	head_stop	0.00	0
24	17368	2420089	0	ShowTarget	0.00	1
25	19424	2422063	0	MoveTarget	0.00	1
26	19438	2422076	0	ShowTarget	0.00	1
27	19854	2422475	0	head_turned	0.00	0
28	20097	2422709	0	head_stop	0.00	0
29	20924	2423502	0	ShowTarget	0.00	1
30	23320	2425802	0	MoveTarget	0.00	1
31	23341	2425822	0	ShowTarget	0.00	1
32	23646	2426115	0	head_turned	0.00	0
33	23917	2426375	0	head_stop	0.00	0
34	24799	2427222	0	ShowTarget	0.00	1
35	27188	2429515	0	MoveTarget	0.00	1
36	27202	2429529	0	ShowTarget	0.00	1
37	27765	2430069	0	head_turned	0.00	0
38	28015	2430309	0	head_stop	0.00	0
39	28765	2431029	0	ShowTarget	0.00	1
40	31050	2433222	0	MoveTarget	0.00	1
41	31070	2433242	0	ShowTarget	0.00	1
42	31341	2433502	0	head_turned	0.00	0
43	31647	2433795	0	head_stop	0.00	0
44	32508	2434622	0	ShowTarget	0.00	1
45	34751	2436775	0	MoveTarget	0.00	1
46	34765	2436789	0	ShowTarget	0.00	1
47	35112	2437122	0	head_turned	0.00	0
48	35376	2437376	0	head_stop	0.00	0
49	36175	2438142	0	ShowTarget	0.00	1
50	38522	2440395	0	MoveTarget	0.00	1
51	38543	2440415	0	ShowTarget	0.00	1
52	38959	2440815	0	head_turned	0.00	0
53	39224	2441069	0	head_stop	0.00	0
54	40001	2441815	0	ShowTarget	0.00	1
55	42766	2444469	0	MoveTarget	0.00	1
56	42779	2444482	0	ShowTarget	0.00	1
57	43377	2445055	0	head_turned	0.00	0
58	43647	2445315	0	head_stop	0.00	0
59	44758	2446382	0	ShowTarget	0.00	1
60	46870	2448408	0	MoveTarget	0.00	1
61	46890	2448428	0	ShowTarget	0.00	1
62	47446	2448962	0	head_turned	0.00	0
63	47696	2449202	0	head_stop	0.00	0
64	48613	2450082	0	ShowTarget	0.00	1
65	50536	2451928	0	MoveTarget	0.00	1
66	50557	2451949	0	ShowTarget	0.00	1
67	51023	2452395	0	head_turned	0.00	0
68	51294	2452656	0	head_stop	0.00	0
69	52294	2453615	0	ShowTarget	0.00	1
70	54530	2455762	0	MoveTarget	0.00	1
71	54544	2455775	0	ShowTarget	0.00	1
72	54960	2456175	0	head_turned	0.00	0
73	55217	2456422	0	head_stop	0.00	0
74	56134	2457302	0	ShowTarget	0.00	1
75	58461	2459535	0	MoveTarget	0.00	1
76	58474	2459548	0	ShowTarget	0.00	1
77	59162	2460208	0	head_turned	0.00	0
78	59412	2460448	0	head_stop	0.00	0
79	60204	2461208	0	ShowTarget	0.00	1
80	62968	2463862	0	MoveTarget	0.00	1
81	62982	2463875	0	ShowTarget	0.00	1
82	63475	2464348	0	head_turned	0.00	0
83	63725	2464589	0	head_stop	0.00	0
84	64475	2465308	0	ShowTarget	0.00	1
85	66322	2467081	0	MoveTarget	0.00	1
86	66343	2467102	0	ShowTarget	0.00	1
87	66725	2467468	0	head_turned	0.00	0
88	66968	2467701	0	head_stop	0.00	0
89	67836	2468535	0	ShowTarget	0.00	1
90	69566	2470195	0	MoveTarget	0.00	1
91	69579	2470208	0	ShowTarget	0.00	1
92	69961	2470575	0	head_turned	0.00	0
93	70205	2470809	0	head_stop	0.00	0
94	71052	2471622	0	ShowTarget	0.00	1
95	73163	2473648	0	MoveTarget	0.00	1
96	73177	2473661	0	ShowTarget	0.00	1
97	73448	2473922	0	head_turned	0.00	0
98	73677	2474141	0	head_stop	0.00	0
99	74531	2474962	0	ShowTarget	0.00	1
100	76830	2477168	0	MoveTarget	0.00	1
101	76844	2477182	0	ShowTarget	0.00	1
102	77122	2477449	0	head_turned	0.00	0
103	77371	2477688	0	head_stop	0.00	0
104	78601	2478869	0	ShowTarget	0.00	1
105	80823	2481002	0	MoveTarget	0.00	1
106	80844	2481021	0	ShowTarget	0.00	1
107	81191	2481355	0	head_turned	0.00	0
108	81462	2481615	0	head_stop	0.00	0
109	82476	2482588	0	ShowTarget	0.00	1
110	85101	2485108	0	MoveTarget	0.00	1
111	85115	2485121	0	ShowTarget	0.00	1
112	85435	2485428	0	head_turned	0.00	0
113	85691	2485675	0	head_stop	0.00	0
114	86664	2486608	0	ShowTarget	0.00	1
115	88615	2488481	0	MoveTarget	0.00	1
116	88629	2488495	0	ShowTarget	0.00	1
117	89025	2488875	0	head_turned	0.00	0
118	89282	2489121	0	head_stop	0.00	0
119	90317	2490115	0	ShowTarget	0.00	1
120	92171	2491894	0	MoveTarget	0.00	1
121	92192	2491915	0	ShowTarget	0.00	1
122	92817	2492515	0	head_turned	0.00	0
123	93115	2492801	0	head_stop	0.00	0
124	94289	2493928	0	ShowTarget	0.00	1
125	96379	2495935	0	MoveTarget	0.00	1
126	96393	2495948	0	ShowTarget	0.00	1
127	96782	2496321	0	head_turned	0.00	0
128	97081	2496608	0	head_stop	0.00	0
129	98047	2497535	0	ShowTarget	0.00	1
130	100345	2499742	0	MoveTarget	0.00	1
131	100359	2499754	0	ShowTarget	0.00	1
132	100769	2500148	0	head_turned	0.00	0
133	101026	2500395	0	head_stop	0.00	0
134	102012	2501341	0	ShowTarget	0.00	1
135	103776	2503035	0	MoveTarget	0.00	1
136	103790	2503048	0	ShowTarget	0.00	1
137	104186	2503428	0	head_turned	0.00	0
138	104512	2503741	0	head_stop	0.00	0
139	105519	2504708	0	ShowTarget	0.00	1
140	108187	2507269	0	MoveTarget	0.00	1
141	108200	2507281	0	ShowTarget	0.00	1
142	108610	2507675	0	head_turned	0.00	0
143	108866	2507921	0	head_stop	0.00	0
144	109783	2508801	0	ShowTarget	0.00	1
145	112339	2511254	0	MoveTarget	0.00	1
146	112360	2511274	0	ShowTarget	0.00	1
147	112818	2511714	0	head_turned	0.00	0
148	113068	2511954	0	head_stop	0.00	0
149	114040	2512888	0	ShowTarget	0.00	1
150	116464	2515214	0	MoveTarget	0.00	1
151	116478	2515227	0	ShowTarget	0.00	1
152	116929	2515661	0	head_turned	0.00	0
153	117207	2515928	0	head_stop	0.00	0
154	118228	2516908	0	ShowTarget	0.00	1
155	120339	2518934	0	MoveTarget	0.00	1
156	120353	2518947	0	ShowTarget	0.00	1
157	120930	2519501	0	head_turned	0.00	0
158	121221	2519781	0	head_stop	0.00	0
159	122103	2520628	0	ShowTarget	0.00	1
160	124500	2522928	0	MoveTarget	0.00	1
161	124520	2522947	0	ShowTarget	0.00	1
162	124978	2523388	0	head_turned	0.00	0
163	125347	2523741	0	head_stop	0.00	0
164	126228	2524588	0	ShowTarget	0.00	1
165	128284	2526561	0	MoveTarget	0.00	1
166	128298	2526574	0	ShowTarget	0.00	1
167	128729	2526988	0	head_turned	0.00	0
168	128979	2527227	0	head_stop	0.00	0
169	130014	2528222	0	ShowTarget	0.00	1
