Using_curved_screen True Player_screen_cm 93 Screen_width_cm 121 Camera1_display 0 Camera2_display 1 CameraFOVFactor 2 GazeTime 1.5 RandomGazeTime 0.5 HideTime 0.2 SpeedThreshold 180 StopWinodow 0.03 TargetChangeTime 1 TargetChangeTimeRRange 0 UseAcuityIndicator True AcuityMode 1 AcuityFlashTime 0.08 AcuityChangeNumber 10 AcuityChangeUpPerc 0.8 AcuityChangeDownPerc 0.5 ACuityList 90 StopSpeed 10.00 PostDelayList 0 PostDelayNumber 5 PostDelayUpC 0.50 PostDelayLoC 0.60 PostDelayConvNum 1 PostDelayRepeatNum 2 PostDelayASOffset 0 DynaDelayRepeatNum 9 
Line_#	Time_Stamp	Simulink_Sample	Trail_#	Action	Degree	Direction
16	1365644	-1	GameMode StaticAcuity HideFlag True JumpFlag False ShowTargetFlag True HeadIndicatorChange False SkipCenterFlag True HideHeadIndicator True Gain 1 UsingAcuityAfter False UsingAcuityBefore False UsingAcuityWaitTime True AcuitySize 8 UsingAcuityChange True CurrAcuityChangeMode acuity_list UsingPostDelay False PostDelayMode random PostDelayInit 0.00 PostDelayIMax 0.00 ADUsingStaticData False UsingPresetSD False StaticDataSize 0 StaticDataMLH 0.000 UsingDynamicDelay False DynamicDelayMode fix_amount DynaDelayInit 0.000 DynaDelayMax 0.000 DynaDelayInter 0.000 	
3	1117	1366702	0	ReSet	0.00	0
4	1124	1366708	0	ShowTarget	0.00	0
5	2647	1368170	0	MoveTarget	0.00	1
6	2659	1368182	0	ShowTarget	0.00	1
7	2874	1368388	0	TargetHided	0.00	1
8	2876	1368390	0	ChangeTargetWaitTime	0.00	1
9	4542	1369990	0	ShowTarget	0.00	1
10	5958	1371348	0	MoveTarget	0.00	1
11	5972	1371362	0	ShowTarget	0.00	1
12	6194	1371575	0	TargetHided	0.00	1
13	6194	1371575	0	ChangeTargetWaitTime	0.00	1
14	7938	1373249	0	ShowTarget	0.00	1
15	9104	1374368	0	MoveTarget	0.00	1
16	9124	1374388	0	ShowTarget	0.00	1
17	9333	1374588	0	TargetHided	0.00	1
18	9333	1374588	0	ChangeTargetWaitTime	0.00	1
19	10792	1375988	0	ShowTarget	0.00	1
20	12388	1377521	0	MoveTarget	0.00	1
21	12402	1377535	0	ShowTarget	0.00	1
22	12625	1377748	0	TargetHided	0.00	1
23	12625	1377748	0	ChangeTargetWaitTime	0.00	1
24	14299	1379355	0	ShowTarget	0.00	1
25	15528	1380535	0	MoveTarget	0.00	1
26	15548	1380554	0	ShowTarget	0.00	1
27	15757	1380755	0	TargetHided	0.00	1
28	15757	1380755	0	ChangeTargetWaitTime	0.00	1
29	17153	1382095	0	ShowTarget	0.00	1
30	18451	1383341	0	MoveTarget	0.00	1
31	18473	1383361	0	ShowTarget	0.00	1
32	18681	1383562	0	TargetHided	0.00	1
33	18681	1383562	0	ChangeTargetWaitTime	0.00	1
34	21591	1386355	0	ShowTarget	0.00	1
35	23403	1388095	0	MoveTarget	0.00	1
36	23417	1388107	0	ShowTarget	0.00	1
37	23618	1388301	0	TargetHided	0.00	1
