Using_curved_screen True Player_screen_cm 93 Screen_width_cm 121 Camera1_display 0 Camera2_display 1 CameraFOVFactor 2 GazeTime 1.5 RandomGazeTime 0.5 HideTime 0.2 SpeedThreshold 20 StopWinodow 0.03 TargetChangeTime 1 TargetChangeTimeRRange 0 UseAcuityIndicator True AcuityMode 1 AcuityFlashTime 0.08 AcuityChangeNumber 10 AcuityChangeUpPerc 0.8 AcuityChangeDownPerc 0.5 ACuityList 90 StopSpeed 10.00 PostDelayList 0 PostDelayNumber 5 PostDelayUpC 0.50 PostDelayLoC 0.60 PostDelayConvNum 1 PostDelayRepeatNum 2 PostDelayASOffset 0 DynaDelayRepeatNum 9 
Line_#	Time_Stamp	Simulink_Sample	Trail_#	Action	Degree	Direction
9	2281446	-1	GameMode DynamicAcuity HideFlag False JumpFlag False ShowTargetFlag True HeadIndicatorChange True SkipCenterFlag True HideHeadIndicator False Gain 1 UsingAcuityAfter False UsingAcuityBefore True UsingAcuityWaitTime False AcuitySize 1 UsingAcuityChange False CurrAcuityChangeMode acuity_list UsingPostDelay False PostDelayMode random PostDelayInit 0.00 PostDelayIMax 0.00 ADUsingStaticData False UsingPresetSD False StaticDataSize 0 StaticDataMLH 0.000 UsingDynamicDelay True DynamicDelayMode fix_amount DynaDelayInit 0.000 DynaDelayMax 0.720 DynaDelayInter 0.080 	
3	512	2281929	0	ReSet	0.00	0
4	519	2281936	0	ShowTarget	0.00	0
5	1513	2282890	0	MoveTarget	0.00	1
6	1526	2282902	0	ShowTarget	0.00	1
7	2464	2283802	0	head_turned	0.00	0
8	3151	2284463	0	head_stop	0.00	0
9	3437	2284738	0	ShowTarget	0.00	1
10	4825	2286069	0	MoveTarget	0.00	1
11	4845	2286089	0	ShowTarget	0.00	1
12	5158	2286389	0	head_turned	0.00	0
13	5811	2287016	0	head_stop	0.00	0
14	6235	2287423	0	ShowTarget	0.00	1
15	7658	2288789	0	MoveTarget	0.00	1
16	7672	2288802	0	ShowTarget	0.00	1
17	7992	2289110	0	head_turned	0.00	0
18	8853	2289936	0	head_stop	0.00	0
19	9242	2290309	0	ShowTarget	0.00	1
20	10332	2291356	0	MoveTarget	0.00	1
21	10346	2291369	0	ShowTarget	0.00	1
22	10756	2291763	0	head_turned	0.00	0
23	11485	2292463	0	head_stop	0.00	0
24	11777	2292743	0	ShowTarget	0.00	1
25	13408	2294309	0	MoveTarget	0.00	1
26	13422	2294323	0	ShowTarget	0.00	1
27	13742	2294629	0	head_turned	0.00	0
28	14540	2295396	0	head_stop	0.00	0
29	14826	2295669	0	ShowTarget	0.00	1
30	16048	2296842	0	MoveTarget	0.00	1
31	16062	2296857	0	ShowTarget	0.00	1
32	16429	2297209	0	head_turned	0.00	0
33	17166	2297916	0	head_stop	0.00	0
34	17479	2298216	0	ShowTarget	0.00	1
35	19402	2300062	0	MoveTarget	0.00	1
36	19423	2300082	0	ShowTarget	0.00	1
37	19707	2300355	0	head_turned	0.00	0
38	20402	2301022	0	head_stop	0.00	0
39	20715	2301323	0	ShowTarget	0.00	1
40	22312	2302856	0	MoveTarget	0.00	1
41	22326	2302869	0	ShowTarget	0.00	1
42	22638	2303169	0	head_turned	0.00	0
43	23471	2303969	0	head_stop	0.00	0
44	23784	2304269	0	ShowTarget	0.00	1
45	26124	2306516	0	MoveTarget	0.00	1
46	26145	2306535	0	ShowTarget	0.00	1
47	26444	2306822	0	head_turned	0.00	0
48	27111	2307462	0	head_stop	0.00	0
49	27486	2307822	0	ShowTarget	0.00	1
50	29458	2309716	0	MoveTarget	0.00	1
51	29479	2309736	0	ShowTarget	0.00	1
52	29737	2309983	0	head_turned	0.00	0
53	30375	2310596	0	head_stop	0.00	0
54	31320	2311502	0	ShowTarget	0.00	1
55	32423	2312562	0	MoveTarget	0.00	1
56	32445	2312582	0	ShowTarget	0.00	1
57	32903	2313022	0	head_turned	0.00	0
58	33576	2313669	0	head_stop	0.00	0
59	36709	2316675	0	ShowTarget	0.00	1
60	38098	2318008	0	MoveTarget	0.00	1
61	38111	2318022	0	ShowTarget	0.00	1
62	38757	2318642	0	head_turned	0.00	0
63	39459	2319316	0	head_stop	0.00	0
64	39834	2319676	0	ShowTarget	0.00	1
65	40910	2320709	0	MoveTarget	0.00	1
66	40931	2320729	0	ShowTarget	0.00	1
67	41383	2321163	0	head_turned	0.00	0
68	42049	2321802	0	head_stop	0.00	0
69	42362	2322102	0	ShowTarget	0.00	1
70	44105	2323775	0	MoveTarget	0.00	1
71	44119	2323789	0	ShowTarget	0.00	1
72	44542	2324195	0	head_turned	0.00	0
73	45431	2325049	0	head_stop	0.00	0
74	45939	2325536	0	ShowTarget	0.00	1
