Using_curved_screen True Player_screen_cm 79 Screen_width_cm 121 Camera1_display 0 Camera2_display 1 CameraFOVFactor 2 GazeTime 1.5 RandomGazeTime 0.5 HideTime 0.2 SpeedThreshold 20 StopWinodow 0.03 TargetChangeTime 1 TargetChangeTimeRRange 0 UseAcuityIndicator True AcuityMode 1 AcuityFlashTime 0.08 AcuityChangeNumber 10 AcuityChangeUpPerc 0.8 AcuityChangeDownPerc 0.5 ACuityList 90 StopSpeed 10.00 PostDelayList 0 PostDelayNumber 5 PostDelayUpC 0.50 PostDelayLoC 0.60 PostDelayConvNum 1 PostDelayRepeatNum 2 PostDelayASOffset 0 DynaDelayRepeatNum 9 
Line_#	Time_Stamp	Simulink_Sample	Trail_#	Action	Degree	Direction
9	1780516	-1	GameMode DynamicAcuity HideFlag False JumpFlag False ShowTargetFlag True HeadIndicatorChange True SkipCenterFlag True HideHeadIndicator False Gain 1 UsingAcuityAfter False UsingAcuityBefore True UsingAcuityWaitTime False AcuitySize 1 UsingAcuityChange False CurrAcuityChangeMode acuity_list UsingPostDelay False PostDelayMode random PostDelayInit 0.00 PostDelayIMax 0.00 ADUsingStaticData False UsingPresetSD False StaticDataSize 0 StaticDataMLH 0.000 UsingDynamicDelay True DynamicDelayMode fix_amount DynaDelayInit 0.000 DynaDelayMax 0.720 DynaDelayInter 0.080 	
3	270	1780766	0	ReSet	0.00	0
4	277	1780772	0	ShowTarget	0.00	0
5	1514	1781959	0	MoveTarget	0.00	1
6	1527	1781973	0	ShowTarget	0.00	1
7	1860	1782293	0	head_turned	0.00	0
8	2180	1782599	0	head_stop	0.00	0
9	2841	1783234	0	ShowTarget	0.00	1
10	4909	1785220	0	MoveTarget	0.00	1
11	4930	1785240	0	ShowTarget	0.00	1
12	5215	1785513	0	head_turned	0.00	0
13	5465	1785753	0	head_stop	0.00	0
14	6653	1786893	0	ShowTarget	0.00	1
15	8639	1788800	0	MoveTarget	0.00	1
16	8653	1788813	0	ShowTarget	0.00	1
17	8896	1789047	0	head_turned	0.00	0
18	9194	1789332	0	head_stop	0.00	0
19	10146	1790246	0	ShowTarget	0.00	1
20	11910	1791940	0	MoveTarget	0.00	1
21	11923	1791952	0	ShowTarget	0.00	1
22	12187	1792206	0	head_turned	0.00	0
23	12375	1792386	0	head_stop	0.00	0
24	13361	1793332	0	ShowTarget	0.00	1
25	15924	1795792	0	MoveTarget	0.00	1
26	15944	1795813	0	ShowTarget	0.00	1
27	16195	1796053	0	head_turned	0.00	0
28	16451	1796299	0	head_stop	0.00	0
29	17583	1797386	0	ShowTarget	0.00	1
30	19097	1798839	0	MoveTarget	0.00	1
31	19118	1798859	0	ShowTarget	0.00	1
32	19382	1799112	0	head_turned	0.00	0
33	19646	1799366	0	head_stop	0.00	0
34	20597	1800279	0	ShowTarget	0.00	1
35	22778	1802372	0	MoveTarget	0.00	1
36	22799	1802393	0	ShowTarget	0.00	1
37	23049	1802633	0	head_turned	0.00	0
38	23313	1802886	0	head_stop	0.00	0
39	24320	1803852	0	ShowTarget	0.00	1
40	26667	1806106	0	MoveTarget	0.00	1
41	26688	1806126	0	ShowTarget	0.00	1
42	26917	1806346	0	head_turned	0.00	0
43	27181	1806599	0	head_stop	0.00	0
44	28181	1807559	0	ShowTarget	0.00	1
45	29925	1809232	0	MoveTarget	0.00	1
46	29945	1809252	0	ShowTarget	0.00	1
47	30300	1809592	0	head_turned	0.00	0
48	30577	1809859	0	head_stop	0.00	0
49	31689	1810926	0	ShowTarget	0.00	1
50	33800	1812953	0	MoveTarget	0.00	1
51	33820	1812972	0	ShowTarget	0.00	1
52	46349	1824999	0	head_turned	0.00	0
53	46683	1825319	0	head_stop	0.00	0
54	47460	1826066	0	ShowTarget	0.00	1
55	49231	1827765	0	MoveTarget	0.00	1
56	49245	1827779	0	ShowTarget	0.00	1
57	49509	1828032	0	head_turned	0.00	0
58	49773	1828286	0	head_stop	0.00	0
59	50634	1829112	0	ShowTarget	0.00	1
60	52370	1830778	0	MoveTarget	0.00	1
61	52384	1830792	0	ShowTarget	0.00	1
62	52641	1831039	0	head_turned	0.00	0
63	52968	1831352	0	head_stop	0.00	0
64	54030	1832372	0	ShowTarget	0.00	1
65	55599	1833879	0	MoveTarget	0.00	1
66	55620	1833899	0	ShowTarget	0.00	1
67	55877	1834145	0	head_turned	0.00	0
68	56259	1834512	0	head_stop	0.00	0
69	57148	1835365	0	ShowTarget	0.00	1
70	58801	1836952	0	MoveTarget	0.00	1
71	58815	1836965	0	ShowTarget	0.00	1
72	59051	1837192	0	head_turned	0.00	0
73	59336	1837465	0	head_stop	0.00	0
74	60280	1838372	0	ShowTarget	0.00	1
75	62412	1840419	0	MoveTarget	0.00	1
76	62433	1840438	0	ShowTarget	0.00	1
77	62447	1840452	0	head_turned	0.00	0
78	62572	1840572	0	head_stop	0.00	0
79	63677	1841632	0	ShowTarget	0.00	1
80	65281	1843172	0	MoveTarget	0.00	1
81	65301	1843192	0	ShowTarget	0.00	1
82	65579	1843459	0	head_turned	0.00	0
83	65829	1843698	0	head_stop	0.00	0
84	66857	1844685	0	ShowTarget	0.00	1
85	68282	1846053	0	MoveTarget	0.00	1
86	68295	1846065	0	ShowTarget	0.00	1
87	68545	1846306	0	head_turned	0.00	0
88	68830	1846578	0	head_stop	0.00	0
89	69552	1847272	0	ShowTarget	0.00	1
90	71927	1849552	0	MoveTarget	0.00	1
91	71948	1849572	0	ShowTarget	0.00	1
92	72205	1849819	0	head_turned	0.00	0
93	72469	1850072	0	head_stop	0.00	0
94	73378	1850945	0	ShowTarget	0.00	1
95	75392	1852878	0	MoveTarget	0.00	1
