Using_curved_screen True Player_screen_cm 93 Screen_width_cm 121 Camera1_display 0 Camera2_display 1 CameraFOVFactor 2 GazeTime 1.5 RandomGazeTime 0.5 HideTime 0.2 SpeedThreshold 20 StopWinodow 0.03 TargetChangeTime 1 TargetChangeTimeRRange 0 UseAcuityIndicator True AcuityMode 1 AcuityFlashTime 0.08 AcuityChangeNumber 10 AcuityChangeUpPerc 0.8 AcuityChangeDownPerc 0.5 ACuityList 90 StopSpeed 10.00 PostDelayList 0 PostDelayNumber 5 PostDelayUpC 0.50 PostDelayLoC 0.60 PostDelayConvNum 1 PostDelayRepeatNum 2 PostDelayASOffset 0 DynaDelayRepeatNum 9 
Line_#	Time_Stamp	Simulink_Sample	Trail_#	Action	Degree	Direction
9	2281750	-1	GameMode DynamicAcuity HideFlag False JumpFlag False ShowTargetFlag True HeadIndicatorChange True SkipCenterFlag True HideHeadIndicator False Gain 1 UsingAcuityAfter False UsingAcuityBefore True UsingAcuityWaitTime False AcuitySize 1 UsingAcuityChange False CurrAcuityChangeMode acuity_list UsingPostDelay False PostDelayMode random PostDelayInit 0.00 PostDelayIMax 0.00 ADUsingStaticData False UsingPresetSD False StaticDataSize 0 StaticDataMLH 0.000 UsingDynamicDelay True DynamicDelayMode fix_amount DynaDelayInit 0.000 DynaDelayMax 0.720 DynaDelayInter 0.080 	
3	1992	2283655	0	ReSet	0.00	0
4	1999	2283662	0	ShowTarget	0.00	0
5	2028	2283690	0	MoveTarget	0.00	1
6	2041	2283702	0	ShowTarget	0.00	1
7	3110	2284728	0	head_turned	0.00	0
8	3590	2285189	0	head_stop	0.00	0
9	3953	2285537	0	ShowTarget	0.00	1
10	6270	2287761	0	MoveTarget	0.00	1
11	6291	2287781	0	ShowTarget	0.00	1
12	6541	2288022	0	head_turned	0.00	0
13	7347	2288795	0	head_stop	0.00	0
14	7416	2288862	0	ShowTarget	0.00	1
15	9652	2291008	0	MoveTarget	0.00	1
16	9673	2291028	0	ShowTarget	0.00	1
17	9958	2291301	0	head_turned	0.00	0
18	10506	2291828	0	head_stop	0.00	0
19	10722	2292035	0	ShowTarget	0.00	1
20	12972	2294195	0	MoveTarget	0.00	1
21	12985	2294208	0	ShowTarget	0.00	1
22	13215	2294428	0	head_turned	0.00	0
23	13854	2295041	0	head_stop	0.00	0
24	14084	2295262	0	ShowTarget	0.00	1
25	15812	2296921	0	MoveTarget	0.00	1
26	15826	2296935	0	ShowTarget	0.00	1
27	16069	2297168	0	head_turned	0.00	0
28	16597	2297675	0	head_stop	0.00	0
29	16854	2297921	0	ShowTarget	0.00	1
30	18785	2299775	0	MoveTarget	0.00	1
31	18799	2299788	0	ShowTarget	0.00	1
32	19069	2300048	0	head_turned	0.00	0
33	19375	2300341	0	head_stop	0.00	0
34	19750	2300701	0	ShowTarget	0.00	1
35	21792	2302661	0	MoveTarget	0.00	1
36	21806	2302675	0	ShowTarget	0.00	1
37	22069	2302928	0	head_turned	0.00	0
38	22382	2303228	0	head_stop	0.00	0
39	22931	2303754	0	ShowTarget	0.00	1
40	24675	2305429	0	MoveTarget	0.00	1
41	24688	2305441	0	ShowTarget	0.00	1
42	24952	2305695	0	head_turned	0.00	0
43	25243	2305975	0	head_stop	0.00	0
44	25709	2306422	0	ShowTarget	0.00	1
45	27334	2307981	0	MoveTarget	0.00	1
46	27347	2307994	0	ShowTarget	0.00	1
47	27604	2308241	0	head_turned	0.00	0
48	27931	2308554	0	head_stop	0.00	0
49	28299	2308908	0	ShowTarget	0.00	1
50	30396	2310921	0	MoveTarget	0.00	1
51	30410	2310934	0	ShowTarget	0.00	1
52	30702	2311215	0	head_turned	0.00	0
53	30987	2311488	0	head_stop	0.00	0
54	31362	2311848	0	ShowTarget	0.00	1
55	33445	2313848	0	MoveTarget	0.00	1
56	33466	2313868	0	ShowTarget	0.00	1
57	33723	2314115	0	head_turned	0.00	0
58	34188	2314561	0	head_stop	0.00	0
59	34460	2314822	0	ShowTarget	0.00	1
60	36195	2316488	0	MoveTarget	0.00	1
61	36209	2316501	0	ShowTarget	0.00	1
62	36459	2316741	0	head_turned	0.00	0
63	37071	2317328	0	head_stop	0.00	0
64	37203	2317455	0	ShowTarget	0.00	1
65	39737	2319888	0	MoveTarget	0.00	1
66	39751	2319901	0	ShowTarget	0.00	1
67	39981	2320121	0	head_turned	0.00	0
68	40321	2320448	0	head_stop	0.00	0
69	40724	2320835	0	ShowTarget	0.00	1
70	43196	2323208	0	MoveTarget	0.00	1
71	43210	2323221	0	ShowTarget	0.00	1
72	43453	2323454	0	head_turned	0.00	0
73	43745	2323735	0	head_stop	0.00	0
74	44175	2324148	0	ShowTarget	0.00	1
75	46377	2326261	0	MoveTarget	0.00	1
76	46390	2326274	0	ShowTarget	0.00	1
77	46661	2326534	0	head_turned	0.00	0
78	46981	2326841	0	head_stop	0.00	0
79	47377	2327221	0	ShowTarget	0.00	1
80	48814	2328601	0	MoveTarget	0.00	1
81	48835	2328621	0	ShowTarget	0.00	1
82	49196	2328968	0	head_turned	0.00	0
83	49502	2329261	0	head_stop	0.00	0
84	49939	2329681	0	ShowTarget	0.00	1
85	51759	2331428	0	MoveTarget	0.00	1
