Using_curved_screen True Player_screen_cm 180 Screen_width_cm 121 Camera1_display 0 Camera2_display 1 CameraFOVFactor 2 GazeTime 1.5 RandomGazeTime 0.5 HideTime 0.2 SpeedThreshold 180 StopWinodow 0.03 TargetChangeTime 1 TargetChangeTimeRRange 0 UseAcuityIndicator True AcuityMode 1 AcuityFlashTime 0.08 AcuityChangeNumber 10 AcuityChangeUpPerc 0.8 AcuityChangeDownPerc 0.5 ACuityList 90 StopSpeed 10.00 PostDelayList 0 PostDelayNumber 5 PostDelayUpC 0.50 PostDelayLoC 0.60 PostDelayConvNum 1 PostDelayRepeatNum 2 PostDelayASOffset 0 DynaDelayRepeatNum 9 
Line_#	Time_Stamp	Simulink_Sample	Trail_#	Action	Degree	Direction
8	645384	-1	GameMode DynamicAcuity HideFlag False JumpFlag False ShowTargetFlag True HeadIndicatorChange True SkipCenterFlag True HideHeadIndicator False Gain 1 UsingAcuityAfter False UsingAcuityBefore True UsingAcuityWaitTime False AcuitySize 2 UsingAcuityChange False CurrAcuityChangeMode acuity_list UsingPostDelay False PostDelayMode random PostDelayInit 0.00 PostDelayIMax 0.00 ADUsingStaticData False UsingPresetSD False StaticDataSize 0 StaticDataMLH 0.000 DynamicDelayMode fix_amount DynaDelayInit 0.000 DynaDelayMax 0.800 DynaDelayInter 0.080 	
3	208	645575	0	ReSet	0.00	0
4	215	645583	0	ShowTarget	0.00	0
5	1507	646823	0	MoveTarget	0.00	1
6	1527	646842	0	ShowTarget	0.00	1
7	2000	647296	0	ErrorOccurred	0.00	1
8	4007	649222	0	ErrorReturn	0.00	1
9	5590	650741	0	MoveTarget	0.00	1
10	5604	650755	0	ShowTarget	0.00	1
11	6111	651241	0	head_turned	0.00	0
12	6313	651436	0	head_stop	0.00	0
13	7571	652644	0	ShowTarget	0.00	1
14	9722	654708	0	MoveTarget	0.00	1
15	9736	654721	0	ShowTarget	0.00	1
16	10091	655062	0	head_turned	0.00	0
17	10236	655201	0	head_stop	0.00	0
18	11278	656202	0	ShowTarget	0.00	1
19	13570	658402	0	MoveTarget	0.00	1
20	13583	658415	0	ShowTarget	0.00	1
21	13931	658748	0	head_turned	0.00	0
22	14139	658948	0	head_stop	0.00	0
23	15362	660122	0	ShowTarget	0.00	1
24	17868	662528	0	MoveTarget	0.00	1
25	17882	662541	0	ShowTarget	0.00	1
26	18209	662855	0	head_turned	0.00	0
27	18500	663135	0	head_stop	0.00	0
28	19571	664163	0	ShowTarget	0.00	1
29	21361	665881	0	MoveTarget	0.00	1
30	21375	665895	0	ShowTarget	0.00	1
31	21827	666328	0	head_turned	0.00	0
32	22007	666501	0	head_stop	0.00	0
33	23202	667648	0	ShowTarget	0.00	1
34	24869	669248	0	MoveTarget	0.00	1
35	24882	669261	0	ShowTarget	0.00	1
36	25210	669575	0	head_turned	0.00	0
37	25556	669908	0	head_stop	0.00	0
38	27042	671335	0	ShowTarget	0.00	1
39	29147	673355	0	MoveTarget	0.00	1
40	29160	673368	0	ShowTarget	0.00	1
41	29487	673681	0	head_turned	0.00	0
42	29800	673981	0	head_stop	0.00	0
43	31599	675709	0	ShowTarget	0.00	1
44	33619	677648	0	MoveTarget	0.00	1
45	33640	677668	0	ShowTarget	0.00	1
46	33945	677961	0	head_turned	0.00	0
47	34154	678161	0	head_stop	0.00	0
48	35231	679195	0	ShowTarget	0.00	1
49	37411	681288	0	MoveTarget	0.00	1
50	37425	681301	0	ShowTarget	0.00	1
51	37737	681601	0	head_turned	0.00	0
52	37876	681734	0	head_stop	0.00	0
53	39030	682842	0	ShowTarget	0.00	1
54	41293	685014	0	MoveTarget	0.00	1
55	41307	685028	0	ShowTarget	0.00	1
56	41620	685328	0	head_turned	0.00	0
57	41759	685461	0	head_stop	0.00	0
58	42995	686648	0	ShowTarget	0.00	1
59	45273	688834	0	MoveTarget	0.00	1
60	45294	688855	0	ShowTarget	0.00	1
61	45585	689134	0	head_turned	0.00	0
62	45932	689468	0	head_stop	0.00	0
63	46808	690308	0	ShowTarget	0.00	1
64	48696	692121	0	MoveTarget	0.00	1
65	48718	692142	0	ShowTarget	0.00	1
66	49051	692461	0	head_turned	0.00	0
67	49363	692761	0	head_stop	0.00	0
68	50134	693501	0	ShowTarget	0.00	1
69	52572	695841	0	MoveTarget	0.00	1
70	52586	695854	0	ShowTarget	0.00	1
71	53037	696288	0	head_turned	0.00	0
72	53266	696507	0	head_stop	0.00	0
73	54100	697308	0	ShowTarget	0.00	1
74	56454	699567	0	MoveTarget	0.00	1
75	56468	699581	0	ShowTarget	0.00	1
76	56864	699961	0	head_turned	0.00	0
77	57072	700161	0	head_stop	0.00	0
78	57995	701047	0	ShowTarget	0.00	1
79	59801	702781	0	MoveTarget	0.00	1
80	59822	702801	0	ShowTarget	0.00	1
81	60198	703162	0	head_turned	0.00	0
82	60537	703488	0	head_stop	0.00	0
83	61309	704228	0	ShowTarget	0.00	1
84	63088	705935	0	MoveTarget	0.00	1
85	63100	705947	0	ShowTarget	0.00	1
86	63538	706367	0	head_turned	0.00	0
87	63642	706468	0	head_stop	0.00	0
88	64614	707401	0	ShowTarget	0.00	1
89	66739	709441	0	MoveTarget	0.00	1
90	66760	709461	0	ShowTarget	0.00	1
91	67087	709774	0	head_turned	0.00	0
92	67274	709954	0	head_stop	0.00	0
93	68191	710834	0	ShowTarget	0.00	1
94	69996	712567	0	MoveTarget	0.00	1
95	70017	712587	0	ShowTarget	0.00	1
96	70427	712981	0	head_turned	0.00	0
97	70594	713141	0	head_stop	0.00	0
98	71490	714001	0	ShowTarget	0.00	1
99	73323	715761	0	MoveTarget	0.00	1
100	73337	715774	0	ShowTarget	0.00	1
