Using_curved_screen True Player_screen_cm 90 Screen_width_cm 121 Camera1_display 0 Camera2_display 1 CameraFOVFactor 2 GazeTime 1.5 RandomGazeTime 0.5 HideTime 0.2 SpeedThreshold 20 StopWinodow 0.03 TargetChangeTime 1 TargetChangeTimeRRange 0 UseAcuityIndicator True AcuityMode 1 AcuityFlashTime 0.08 AcuityChangeNumber 10 AcuityChangeUpPerc 0.8 AcuityChangeDownPerc 0.5 ACuityList 90 StopSpeed 10.00 PostDelayList 0 PostDelayNumber 5 PostDelayUpC 0.50 PostDelayLoC 0.60 PostDelayConvNum 1 PostDelayRepeatNum 2 PostDelayASOffset 0 DynaDelayRepeatNum 2 
Line_#	Time_Stamp	Simulink_Sample	Trail_#	Action	Degree	Direction
9	3543935	-1	GameMode DynamicAcuity HideFlag False JumpFlag False ShowTargetFlag True HeadIndicatorChange True SkipCenterFlag True HideHeadIndicator False Gain 1 UsingAcuityAfter False UsingAcuityBefore True UsingAcuityWaitTime False AcuitySize 8 UsingAcuityChange False CurrAcuityChangeMode acuity_list UsingPostDelay False PostDelayMode random PostDelayInit 0.00 PostDelayIMax 0.00 ADUsingStaticData False UsingPresetSD False StaticDataSize 0 StaticDataMLH 0.000 UsingDynamicDelay True DynamicDelayMode fix_amount DynaDelayInit 0.000 DynaDelayMax 0.720 DynaDelayInter 0.080 	
3	159	3544079	0	ReSet	0.00	0
4	166	3544086	0	ShowTarget	0.00	0
5	1514	3545379	0	MoveTarget	0.00	1
6	1527	3545392	0	ShowTarget	0.00	1
7	2853	3546666	0	head_turned	0.00	0
8	3562	3547346	0	head_stop	0.00	0
9	5425	3549134	0	ShowTarget	0.00	1
10	7215	3550852	0	MoveTarget	0.00	1
11	7229	3550865	0	ShowTarget	0.00	1
12	7979	3551585	0	head_turned	0.00	0
13	8770	3552345	0	head_stop	0.00	0
14	12500	3555925	0	ShowTarget	0.00	1
15	13576	3556959	0	MoveTarget	0.00	1
16	13590	3556972	0	ShowTarget	0.00	1
17	14173	3557532	0	head_turned	0.00	0
18	15118	3558439	0	head_stop	0.00	0
19	16528	3559792	0	ShowTarget	0.00	1
20	17833	3561045	0	MoveTarget	0.00	1
21	17847	3561059	0	ShowTarget	0.00	1
22	18327	3561518	0	head_turned	0.00	0
23	19299	3562452	0	head_stop	0.00	0
24	20084	3563206	0	ShowTarget	0.00	1
25	21855	3564906	0	MoveTarget	0.00	1
26	21875	3564925	0	ShowTarget	0.00	1
27	22236	3565272	0	head_turned	0.00	0
28	22563	3565585	0	head_stop	0.00	0
29	23626	3566606	0	ShowTarget	0.00	1
30	24688	3567625	0	MoveTarget	0.00	1
31	24702	3567639	0	ShowTarget	0.00	1
32	25362	3568272	0	head_turned	0.00	0
