Settings: Using_curved_screen True Player_screen_cm 100 Screen_width_cm 60 Camera1_display 0 Camera2_display 0 GazeTime 1.5 RandomGazeTime 0.5 HideTime 0.1 SpeedThreshold 10 StopWinodow 0.1 TargetChangeTime 2 TargetChangeTimeRRange 2 
7	0	-1	GameMode EyeTest HideFlag True JumpFlag False ShowTargetFlag False HeadIndicatorChange False SkipCenterFlag True HideHeadIndicator True Gain 1 	
3	1837	0	0	ReSet	0.00	0
4	1844	0	0	ShowTarget	0.00	0
5	3373	0	0	MoveTarget	15.00	1
6	3386	0	0	ShowTarget	15.00	1
7	3501	0	0	TargetHided	15.00	1
8	3502	0	0	ChangeTargetWaitTime	15.00	1
9	4039	0	1	MoveTarget	16.00	0
10	4050	0	1	ShowTarget	16.00	0
11	4158	0	1	TargetHided	16.00	0
12	4158	0	1	ChangeTargetWaitTime	16.00	0
13	54193	0	2	MoveTarget	17.00	1
14	54205	0	2	ShowTarget	17.00	1
15	54316	0	2	TargetHided	17.00	1
16	54316	0	2	ChangeTargetWaitTime	17.00	1
17	57215	0	3	MoveTarget	18.00	0
18	57227	0	3	ShowTarget	18.00	0


