Settings: Using_curved_screen True Player_screen_cm 100 Screen_width_cm 60 Camera1_display 0 Camera2_display 0 GazeTime 1.5 RandomGazeTime 0.5 HideTime 0.1 SpeedThreshold 10 StopWinodow 0.1 TargetChangeTime 2 TargetChangeTimeRRange 2 
6	0	-1	GameMode EyeTest HideFlag True JumpFlag False ShowTargetFlag False HeadIndicatorChange False SkipCenterFlag True HideHeadIndicator True Gain 1 	
3	2053	0	0	ReSet	0.00	0
4	2058	0	0	ShowTarget	0.00	0
5	3576	0	0	MoveTarget	15.00	1
6	3587	0	0	ShowTarget	15.00	1
7	3700	0	0	TargetHided	15.00	1
8	3700	0	0	ChangeTargetWaitTime	15.00	1
9	4038	0	1	MoveTarget	16.00	0
10	4048	0	1	ShowTarget	16.00	0
11	67759	0	1	TargetHided	16.00	0
12	67759	0	1	ChangeTargetWaitTime	16.00	0
13	69354	0	2	MoveTarget	17.00	1
14	69364	0	2	ShowTarget	17.00	1
15	69467	0	2	TargetHided	17.00	1
16	69467	0	2	ChangeTargetWaitTime	17.00	1
17	71200	0	3	MoveTarget	18.00	0
18	71211	0	3	ShowTarget	18.00	0
19	71321	0	3	TargetHided	18.00	0
20	71321	0	3	ChangeTargetWaitTime	18.00	0
21	73353	0	0	MoveTarget	15.00	1
22	73363	0	0	ShowTarget	15.00	1
23	73474	0	0	TargetHided	15.00	1
24	73474	0	0	ChangeTargetWaitTime	15.00	1
25	73666	0	1	MoveTarget	16.00	0
26	73676	0	1	ShowTarget	16.00	0
27	73785	0	1	TargetHided	16.00	0
28	73785	0	1	ChangeTargetWaitTime	16.00	0
29	77635	0	2	MoveTarget	17.00	1
30	77646	0	2	ShowTarget	17.00	1
31	77756	0	2	TargetHided	17.00	1
32	77756	0	2	ChangeTargetWaitTime	17.00	1
33	80465	0	3	MoveTarget	18.00	0
34	80474	0	3	ShowTarget	18.00	0
35	80579	0	3	TargetHided	18.00	0
36	80579	0	3	ChangeTargetWaitTime	18.00	0
37	81358	0	0	MoveTarget	15.00	1
38	81368	0	0	ShowTarget	15.00	1
39	81475	0	0	TargetHided	15.00	1
40	81475	0	0	ChangeTargetWaitTime	15.00	1


