

1	0	0.00	0.00	0.00	16
2	0	0.00	0.00	0.00	51
3	0	0.00	0.00	0.00	65
4	0	0.00	0.00	0.00	75
5	0	0.00	0.00	0.00	85
6	0	0.00	0.00	0.00	95
7	0	0.00	0.00	0.00	104
8	0	0.00	0.00	0.00	113
9	0	0.00	0.00	0.00	121
10	0	0.00	0.00	0.00	129
11	0	0.00	0.00	0.00	139
12	0	0.00	0.00	0.00	148
13	0	0.00	0.00	0.00	156
14	0	0.00	0.00	0.00	165
15	0	0.00	0.00	0.00	174
16	0	0.00	0.00	0.00	184
17	0	0.00	0.00	0.00	193
18	0	0.00	0.00	0.00	204
19	0	0.00	0.00	0.00	212
20	0	0.00	0.00	0.00	221
21	0	0.00	0.00	0.00	231
22	0	0.00	0.00	0.00	240
23	0	0.00	0.00	0.00	252
24	0	0.00	0.00	0.00	261
25	0	0.00	0.00	0.00	271
26	0	0.00	0.00	0.00	280
27	0	0.00	0.00	0.00	288
28	0	0.00	0.00	0.00	296
29	0	0.00	0.00	0.00	306
30	0	0.00	0.00	0.00	313
31	0	0.00	0.00	0.00	323
32	0	0.00	0.00	0.00	331
33	0	0.00	0.00	0.00	340
34	0	0.00	0.00	0.00	350
35	0	0.00	0.00	0.00	358
36	0	0.00	0.00	0.00	367
37	0	0.00	0.00	0.00	375
38	0	0.00	0.00	0.00	383
39	0	0.00	0.00	0.00	392
40	0	0.00	0.00	0.00	402
41	0	0.00	0.00	0.00	411
42	0	0.00	0.00	0.00	420
43	0	0.00	0.00	0.00	428
44	0	0.00	0.00	0.00	437
45	0	0.00	0.00	0.00	445
46	0	0.00	0.00	0.00	455
47	0	0.00	0.00	0.00	464
48	0	0.00	0.00	0.00	477
49	0	0.00	0.00	0.00	487
50	0	0.00	0.00	0.00	496
51	0	0.00	0.00	0.00	508
52	0	0.00	0.00	0.00	517
53	0	0.00	0.00	0.00	528
54	0	0.00	0.00	0.00	541
55	0	0.00	0.00	0.00	550
56	0	0.00	0.00	0.00	563
57	0	0.00	0.00	0.00	571
58	0	0.00	0.00	0.00	580
59	0	0.00	0.00	0.00	588
60	0	0.00	0.00	0.00	597
61	0	0.00	0.00	0.00	606
62	0	0.00	0.00	0.00	614
63	0	0.00	0.00	0.00	622
64	0	0.00	0.00	0.00	632
65	0	0.00	0.00	0.00	644
66	0	0.00	0.00	0.00	655
67	0	0.00	0.00	0.00	665
68	0	0.00	0.00	0.00	674
69	0	0.00	0.00	0.00	683
70	0	0.00	0.00	0.00	692
71	0	0.00	0.00	0.00	702
72	0	0.00	0.00	0.00	712
73	0	0.00	0.00	0.00	722
74	0	0.00	0.00	0.00	731
75	0	0.00	0.00	0.00	739
76	0	0.00	0.00	0.00	748
77	0	0.00	0.00	0.00	756
78	0	0.00	0.00	0.00	764
79	0	0.00	0.00	0.00	773
80	0	0.00	0.00	0.00	781
81	0	0.00	0.00	0.00	788
82	0	0.00	0.00	0.00	797
83	0	0.00	0.00	0.00	814
84	0	0.00	0.00	0.00	826
85	0	0.00	0.00	0.00	836
86	0	0.00	0.00	0.00	845
87	0	0.00	0.00	0.00	856
88	0	0.00	0.00	0.00	868
89	0	0.00	0.00	0.00	882
90	0	0.00	0.00	0.00	897
91	0	0.00	0.00	0.00	906
92	0	0.00	0.00	0.00	915
93	0	0.00	0.00	0.00	924
94	0	0.00	0.00	0.00	933
95	0	0.00	0.00	0.00	941
96	0	0.00	0.00	0.00	949
97	0	0.00	0.00	0.00	957
98	0	0.00	0.00	0.00	965
99	0	0.00	0.00	0.00	973
100	0	0.00	0.00	0.00	981
101	0	0.00	0.00	0.00	990
102	0	0.00	0.00	0.00	999
103	0	0.00	0.00	0.00	1009
104	0	0.00	0.00	0.00	1017
105	0	0.00	0.00	0.00	1025
106	0	0.00	0.00	0.00	1033
107	0	0.00	0.00	0.00	1041
108	0	0.00	0.00	0.00	1050
109	0	0.00	0.00	0.00	1058
110	0	0.00	0.00	0.00	1066
111	0	0.00	0.00	0.00	1074
112	0	0.00	0.00	0.00	1083
113	0	0.00	0.00	0.00	1091
114	0	0.00	0.00	0.00	1101
115	0	0.00	0.00	0.00	1109
116	0	0.00	0.00	0.00	1117
117	0	0.00	0.00	0.00	1125
118	0	0.00	0.00	0.00	1133
119	0	0.00	0.00	0.00	1141
120	0	0.00	0.00	0.00	1149
121	0	0.00	0.00	0.00	1157
122	0	0.00	0.00	0.00	1166
123	0	0.00	0.00	0.00	1174
124	0	0.00	0.00	0.00	1182
125	0	0.00	0.00	0.00	1190
126	0	0.00	0.00	0.00	1200
127	0	0.00	0.00	0.00	1208
128	0	0.00	0.00	0.00	1218
129	0	0.00	0.00	0.00	1226
130	0	0.00	0.00	0.00	1236
131	0	0.00	0.00	0.00	1245
132	0	0.00	0.00	0.00	1256
133	0	0.00	0.00	0.00	1265
134	0	0.00	0.00	0.00	1272
135	0	0.00	0.00	0.00	1280
136	0	0.00	0.00	0.00	1288
137	0	0.00	0.00	0.00	1298
138	0	0.00	0.00	0.00	1307
139	0	0.00	0.00	0.00	1315
140	0	0.00	0.00	0.00	1323
141	0	0.00	0.00	0.00	1331
142	0	0.00	0.00	0.00	1340
143	0	0.00	0.00	0.00	1349
144	0	0.00	0.00	0.00	1359
145	0	0.00	0.00	0.00	1373
146	0	0.00	0.00	0.00	1386
147	0	0.00	0.00	0.00	1396
148	0	0.00	0.00	0.00	1407
149	0	0.00	0.00	0.00	1420
150	0	0.00	0.00	0.00	1431
151	0	0.00	0.00	0.00	1441
152	0	0.00	0.00	0.00	1452
153	0	0.00	0.00	0.00	1464
154	0	0.00	0.00	0.00	1473
155	0	0.00	0.00	0.00	1482
156	0	0.00	0.00	0.00	1490
157	0	0.00	0.00	0.00	1498
158	0	0.00	0.00	0.00	1508
159	0	0.00	0.00	0.00	1516
160	0	0.00	0.00	0.00	1526
161	0	0.00	0.00	0.00	1535
162	0	0.00	0.00	0.00	1546
163	0	0.00	0.00	0.00	1557
164	0	0.00	0.00	0.00	1565
165	0	0.00	0.00	0.00	1573
166	0	0.00	0.00	0.00	1581
167	0	0.00	0.00	0.00	1589
