DelayTime	Percent
0.0	0.5555555555555556
0.08	0.6666666666666666
0.16	0.4444444444444444
0.24	0.3333333333333333
0.32	0.3333333333333333
0.4	0.4444444444444444
0.48	0.4444444444444444
0.56	0.3333333333333333
0.64	0.4444444444444444
0.72	0.6666666666666666

DelayTime	LPercent
0.0	1.0
0.08	0.5
0.16	0.6
0.24	0.5
0.32	0.25
0.4	0.75
0.48	0.4
0.56	0.25
0.64	0.8
0.72	0.5

DelayTime	RPercent
0.0	0.3333333333333333
0.08	0.8
0.16	0.25
0.24	0.2
0.32	0.4
0.4	0.2
0.48	0.5
0.56	0.4
0.64	0.0
0.72	0.8

