x	lowy	mediany	highy
-0.16939196	0.33234673220833527	0.4422673244182906	0.7777708464574365	
-0.16835056799	0.3335164147994253	0.44319950744995545	0.7789828076188982	
-0.16730917598	0.33469055018758676	0.4441325313798672	0.7801904086698142	
-0.16626778397	0.33586913115893546	0.4450663858535653	0.7813936410605588	
-0.16522639196	0.33705215019779455	0.44600106047769583	0.7825924965354539	
-0.16418499995	0.3382395994851405	0.4469365448204455	0.7837869671314102	
-0.16314360794	0.33943147089707804	0.4478728284119809	0.7849770451765363	
-0.16210221593	0.3406277560033495	0.44880990074489063	0.7861627232887198	
-0.16106082391999998	0.34182844606587537	0.4497477512746316	0.7873439943741782	
-0.16001943190999998	0.3430335320373291	0.45068636941997875	0.7885208516259817	
-0.15897803989999998	0.34424300455974544	0.45162574456347815	0.7896932885225486	
-0.15793664788999998	0.3454568539631633	0.45256586605190413	0.7908612988261122	
-0.15689525587999997	0.3466750702643048	0.45350672319672	0.7920248765811632	
-0.15585386386999997	0.34789764316528915	0.45444830527454155	0.7931840161128628	
-0.15481247185999997	0.3491245620523839	0.45539060152760497	0.7943387120254334	
-0.15377107984999996	0.35035581599479326	0.45633360116423755	0.795488959200523	
-0.15272968783999996	0.3515913937434838	0.4572772933593314	0.7966347527955445	
-0.15168829582999996	0.35283128373004913	0.45822166725482216	0.7977760882419932	
-0.15064690381999996	0.3540754740656138	0.45916671196016856	0.798912961243739	
-0.14960551180999995	0.355323952539776	0.4601124165528375	0.800045367775298	
-0.14856411979999995	0.356576706619592	0.461058770078791	0.8011733040800804	
-0.14752272778999995	0.35783372344860015	0.46200576155297646	0.8022967666686183	
-0.14648133577999994	0.35909498984588717	0.46295337995982094	0.8034157523167718	
-0.14543994376999994	0.3603604923051966	0.46390161425372706	0.8045302580639153	
-0.14439855175999994	0.3616302169940797	0.464850453359573	0.8056402812111045	
-0.14335715974999994	0.3629041497530895	0.46579988617321527	0.8067458193192231	
-0.14231576773999993	0.3641822760950195	0.4667499015619944	0.8078468702071119	
-0.14127437572999993	0.3654645812041861	0.4677004883652429	0.8089434319496801	
-0.14023298371999993	0.3667510499357563	0.46865163539479726	0.8100355028759988	
-0.13919159170999992	0.36804166681512107	0.4696033314355117	0.8111230815673776	
-0.13815019969999992	0.369336416037315	0.47055556524577485	0.8122061668554252	
-0.13710880768999992	0.37063528146648217	0.47150832555802963	0.8132847578200945	
-0.13606741567999991	0.37193824663539	0.47246160107929563	0.8143588537877117	
-0.1350260236699999	0.37324529474499	0.4734153804916931	0.8154284543289921	
-0.1339846316599999	0.37455640866402756	0.4743696524529711	0.8164935592570409	
-0.1329432396499999	0.37587157092870027	0.47532440559703687	0.8175541686253406	
-0.1319018476399999	0.3771907637423653	0.476279628534488	0.8186102827257262	
-0.1308604556299999	0.37851396897529677	0.47723530985314755	0.8196619020863467	
-0.1298190636199999	0.37984116816449376	0.47819143811860043	0.8207090274696164	
-0.1287776716099999	0.3811723425135384	0.47914800187473305	0.821751659870153	
-0.1277362795999999	0.3825074728925056	0.4801049896442746	0.8227898005127066	
-0.1266948875899999	0.3838465398379245	0.48106238992934075	0.8238234508500774	
-0.12565349557999989	0.38518952355279173	0.4820201912119795	0.8248526125610237	
-0.12461210356999988	0.3865364039066376	0.48297838195471876	0.8258772875481608	
-0.12357071155999988	0.38788716043564486	0.4839369506011166	0.8268974779358518	
-0.12252931954999988	0.38924177234282104	0.4848958855763127	0.8279131860680883	
-0.12148792753999987	0.39060021849822474	0.48585517528758226	0.828924414506366	
-0.12044653552999987	0.3919624774392457	0.4868148081248913	0.8299311660275502	
-0.11940514351999987	0.3933285273709397	0.4877747724614544	0.8309334436217373	
-0.11836375150999986	0.3946983461664181	0.48873505665429345	0.8319312504901074	
-0.11732235949999986	0.3960719113672928	0.48969564904479845	0.8329245900427732	
-0.11628096748999986	0.39744920018417695	0.4906565379592898	0.8339134658966227	
-0.11523957547999986	0.3988301894972408	0.4916177117095827	0.8348978818731566	
-0.11419818346999985	0.40021485585682465	0.4925791585935519	0.8358778419963221	
-0.11315679145999985	0.4016031754841078	0.493540866895699	0.8368533504903424	
-0.11211539944999985	0.4029951242718342	0.4945028248877207	0.8378244117775424	
-0.11107400743999984	0.4043906777850954	0.4954650208290783	0.838791030476173	
-0.11003261542999984	0.4057898112621704	0.4964274429675686	0.8397532113982296	
-0.10899122341999984	0.4071924996154235	0.49739007953989595	0.8407109595472715	
-0.10794983140999984	0.4085987174322594	0.4983529187722457	0.8416642801162388	
-0.10690843939999983	0.41000843897613637	0.49931594888085806	0.8426131784852667	
-0.10586704738999983	0.4114216381876376	0.5002791580726041	0.8435576602195001	
-0.10482565537999983	0.4128382886856009	0.5012425345455618	0.844497731066908	
-0.10378426336999982	0.41425836376830655	0.5022060664895928	0.8454333969560962	
-0.10274287135999982	0.41568183641472384	0.5031697420869214	0.8463646639941227	
-0.10170147934999982	0.41710867928581635	0.5041335495127135	0.8472915384643119	
-0.10066008733999982	0.418538864725906	0.505097476935655	0.8482140268240702	
-0.09961869532999981	0.4199723647640962	0.5060615125185337	0.8491321357027043	
-0.09857730331999981	0.4214091511157533	0.507025644418819	0.8500458718992399	
-0.0975359113099998	0.4228491951840476	0.5079898607892445	0.8509552423802433	
-0.0964945192999998	0.42429246806155346	0.5089541497783887	0.8518602542776466	
-0.0954531272899998	0.425738940531908	0.5099184995312591	0.8527609148865732	
-0.0944117352799998	0.42718858307152907	0.5108828981898733	0.8536572316631702	
-0.0933703432699998	0.4286413658513926	0.5118473338938433	0.854549212222441	
