x	lowy	mediany	highy
-6.5	0.13298226466860022	0.1498615064161207	0.15566034938184656	
-6.469	0.13336556768836785	0.15035575542328905	0.15656533840422576	
-6.438000000000001	0.13376707451039083	0.15085952976313372	0.15749598338667462	
-6.407000000000001	0.13418762981344495	0.15137300096722084	0.15845294857094458	
-6.376000000000001	0.13462811552220838	0.15189634317329234	0.15943691163077756	
-6.3450000000000015	0.13508945225749894	0.1524297331450864	0.16044856371178845	
-6.314000000000002	0.13557260082357805	0.15297335029140482	0.161488609454504	
-6.283000000000002	0.13607856373133054	0.1535273766843773	0.16255776699933344	
-6.2520000000000024	0.13660838675582046	0.15409199707686938	0.1636567679721969	
-6.221000000000003	0.13716316052638156	0.15466739891898088	0.1647863574494874	
-6.190000000000003	0.13774402214702214	0.15525377237357846	0.1659472939009936	
-6.159000000000003	0.13835215684450858	0.15585131033080463	0.16714034910936024	
-6.128000000000004	0.13898879964103292	0.15646020842150307	0.16836630806461547	
-6.097000000000004	0.13965523704786836	0.15708066502949947	0.1696259688322464	
-6.066000000000004	0.14035280877586717	0.15771288130267305	0.1709201423932575	
-6.035000000000005	0.1410829094580563	0.1583570611627544	0.17224965245460222	
-6.004000000000005	0.1418469903789339	0.1590134113137806	0.1736153352283345	
-5.973000000000005	0.1426465612043626	0.1596821412491394	0.17501803917778724	
-5.9420000000000055	0.1434831917051878	0.16036346325712947	0.17645862472904575	
-5.911000000000006	0.14435851346688283	0.16105759242496348	0.17793796394595068	
-5.880000000000006	0.14527422157662961	0.16176474664113827	0.17945694016683292	
-5.849000000000006	0.1461137028968071	0.16248514659609367	0.18101644760115682	
-5.818000000000007	0.14696374530252146	0.16321901578108022	0.18261739088422602	
-5.787000000000007	0.14784705565452075	0.16396658048515356	0.184260684588089	
-5.756000000000007	0.14876485772888104	0.164728069790211	0.18594725268677093	
-5.725000000000008	0.14971841392090618	0.16550371556398438	0.18767802797395486	
-5.694000000000008	0.1507090259313559	0.16629375245090017	0.18945395143123694	
-5.663000000000008	0.1517380354162262	0.16709841786071697	0.19127597154509315	
-5.6320000000000086	0.15280682459450437	0.1679179519548472	0.19314504357071366	
-5.601000000000009	0.15391681680790129	0.16875259763026915	0.19506212874089038	
-5.570000000000009	0.1550694770261302	0.16960260050093204	0.19702819341818328	
-5.5390000000000095	0.15626631229084795	0.17046820887655634	0.19904420818864083	
-5.50800000000001	0.15750887209091025	0.17134967373872867	0.20111114689541326	
-5.47700000000001	0.15879874866111077	0.17224724871418873	0.20322998561067113	
-5.44600000000001	0.16013757719608404	0.17316119004520494	0.20540170154433146	
-5.415000000000011	0.1615270359705494	0.17409175655693226	0.20762727188819574	
-5.384000000000011	0.16296884635656483	0.1750392096216455	0.20990767259422238	
-5.353000000000011	0.1644647727279473	0.17600381311973856	0.21224387708578946	
-5.322000000000012	0.16601662224150163	0.17698583339737955	0.21463685490095524	
-5.291000000000012	0.1676262444841909	0.17798553922071	0.21708757026689046	
-5.260000000000012	0.16929553097487693	0.17900320172647433	0.21959698060484328	
-5.2290000000000125	0.17102641450877265	0.18003909436896673	0.2221660349652017	
-5.198000000000013	0.17282086833227484	0.18109349286317863	0.22479567239244275	
-5.167000000000013	0.1746809051354029	0.18243789131786486	0.22748682022000108	
-5.136000000000013	0.1766085758486563	0.18501746377469983	0.23024039229535243	
