DelayTime	Percent
0.0	0.7777777777777778
0.08	0.8888888888888888
0.16	0.7777777777777778
0.24	0.8888888888888888
0.32	0.6666666666666666
0.4	1.0
0.48	1.0
0.56	0.8888888888888888
0.64	1.0
0.72	0.8888888888888888

DelayTime	LPercent
0.0	0.8
0.08	0.75
0.16	0.6
0.24	0.8
0.32	0.6
0.4	1.0
0.48	1.0
0.56	1.0
0.64	1.0
0.72	0.8

DelayTime	RPercent
0.0	0.75
0.08	1.0
0.16	1.0
0.24	1.0
0.32	0.75
0.4	1.0
0.48	1.0
0.56	0.8
0.64	1.0
0.72	1.0

